city,date,day_of_week,violation_type,count,period,treatment,release_id,release_date,days_from_release
Chicago,2016-06-30,3,speed,2709.0,post,reference,GTA V_ref_+1yr,2016-04-14,77
Chicago,2016-07-01,4,redlight,2276.0,post,reference,GTA V_ref_+1yr,2016-04-14,78
Chicago,2016-07-01,4,speed,2938.0,post,reference,GTA V_ref_+1yr,2016-04-14,78
Chicago,2016-07-02,5,redlight,2077.0,post,reference,GTA V_ref_+1yr,2016-04-14,79
Chicago,2016-07-02,5,speed,3268.0,post,reference,GTA V_ref_+1yr,2016-04-14,79
Chicago,2016-07-03,6,redlight,2025.0,post,reference,GTA V_ref_+1yr,2016-04-14,80
Chicago,2016-07-03,6,speed,3514.0,post,reference,GTA V_ref_+1yr,2016-04-14,80
Chicago,2016-07-04,0,redlight,1785.0,post,reference,GTA V_ref_+1yr,2016-04-14,81
Chicago,2016-07-04,0,speed,3548.0,post,reference,GTA V_ref_+1yr,2016-04-14,81
Chicago,2016-07-05,1,redlight,2022.0,post,reference,GTA V_ref_+1yr,2016-04-14,82
Chicago,2016-07-05,1,speed,3023.0,post,reference,GTA V_ref_+1yr,2016-04-14,82
Chicago,2016-07-06,2,redlight,1822.0,post,reference,GTA V_ref_+1yr,2016-04-14,83
Chicago,2016-07-06,2,speed,2897.0,post,reference,GTA V_ref_+1yr,2016-04-14,83
Chicago,2016-07-07,3,redlight,1800.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
Chicago,2016-07-07,3,speed,2825.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
Chicago,2016-07-08,4,redlight,2197.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
Chicago,2016-07-08,4,speed,3309.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
Chicago,2016-07-09,5,redlight,2258.0,post,reference,GTA V_ref_+1yr,2016-04-14,86
Chicago,2016-07-09,5,speed,3222.0,post,reference,GTA V_ref_+1yr,2016-04-14,86
Chicago,2016-07-10,6,redlight,2106.0,post,reference,GTA V_ref_+1yr,2016-04-14,87
Chicago,2016-07-10,6,speed,3252.0,post,reference,GTA V_ref_+1yr,2016-04-14,87
Chicago,2016-07-11,0,redlight,1916.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
Chicago,2016-07-11,0,speed,3313.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
NYC,2016-06-13,0,other,396.0,post,reference,GTA V_ref_+1yr,2016-04-14,60
NYC,2016-06-13,0,redlight,553.0,post,reference,GTA V_ref_+1yr,2016-04-14,60
NYC,2016-06-13,0,speed,48.0,post,reference,GTA V_ref_+1yr,2016-04-14,60
NYC,2016-06-13,0,unknown,49.0,post,reference,GTA V_ref_+1yr,2016-04-14,60
NYC,2016-06-14,1,other,591.0,post,reference,GTA V_ref_+1yr,2016-04-14,61
NYC,2016-06-14,1,redlight,625.0,post,reference,GTA V_ref_+1yr,2016-04-14,61
NYC,2016-06-14,1,speed,49.0,post,reference,GTA V_ref_+1yr,2016-04-14,61
NYC,2016-06-14,1,unknown,41.0,post,reference,GTA V_ref_+1yr,2016-04-14,61
NYC,2016-06-15,2,other,488.0,post,reference,GTA V_ref_+1yr,2016-04-14,62
NYC,2016-06-15,2,redlight,847.0,post,reference,GTA V_ref_+1yr,2016-04-14,62
NYC,2016-06-15,2,speed,44.0,post,reference,GTA V_ref_+1yr,2016-04-14,62
NYC,2016-06-15,2,unknown,54.0,post,reference,GTA V_ref_+1yr,2016-04-14,62
NYC,2016-06-16,3,other,567.0,post,reference,GTA V_ref_+1yr,2016-04-14,63
NYC,2016-06-16,3,redlight,757.0,post,reference,GTA V_ref_+1yr,2016-04-14,63
NYC,2016-06-16,3,speed,35.0,post,reference,GTA V_ref_+1yr,2016-04-14,63
NYC,2016-06-16,3,unknown,50.0,post,reference,GTA V_ref_+1yr,2016-04-14,63
NYC,2016-06-17,4,other,575.0,post,reference,GTA V_ref_+1yr,2016-04-14,64
NYC,2016-06-17,4,redlight,1051.0,post,reference,GTA V_ref_+1yr,2016-04-14,64
NYC,2016-06-17,4,speed,48.0,post,reference,GTA V_ref_+1yr,2016-04-14,64
NYC,2016-06-17,4,unknown,41.0,post,reference,GTA V_ref_+1yr,2016-04-14,64
NYC,2016-06-18,5,other,320.0,post,reference,GTA V_ref_+1yr,2016-04-14,65
NYC,2016-06-18,5,redlight,891.0,post,reference,GTA V_ref_+1yr,2016-04-14,65
NYC,2016-06-18,5,unknown,22.0,post,reference,GTA V_ref_+1yr,2016-04-14,65
NYC,2016-06-19,6,other,82.0,post,reference,GTA V_ref_+1yr,2016-04-14,66
NYC,2016-06-19,6,redlight,946.0,post,reference,GTA V_ref_+1yr,2016-04-14,66
NYC,2016-06-19,6,unknown,12.0,post,reference,GTA V_ref_+1yr,2016-04-14,66
NYC,2016-06-20,0,other,508.0,post,reference,GTA V_ref_+1yr,2016-04-14,67
NYC,2016-06-20,0,redlight,691.0,post,reference,GTA V_ref_+1yr,2016-04-14,67
NYC,2016-06-20,0,speed,47.0,post,reference,GTA V_ref_+1yr,2016-04-14,67
NYC,2016-06-20,0,unknown,42.0,post,reference,GTA V_ref_+1yr,2016-04-14,67
NYC,2016-06-21,1,other,600.0,post,reference,GTA V_ref_+1yr,2016-04-14,68
NYC,2016-06-21,1,redlight,632.0,post,reference,GTA V_ref_+1yr,2016-04-14,68
NYC,2016-06-21,1,speed,55.0,post,reference,GTA V_ref_+1yr,2016-04-14,68
NYC,2016-06-21,1,unknown,42.0,post,reference,GTA V_ref_+1yr,2016-04-14,68
NYC,2016-06-22,2,other,506.0,post,reference,GTA V_ref_+1yr,2016-04-14,69
NYC,2016-06-22,2,redlight,1540.0,post,reference,GTA V_ref_+1yr,2016-04-14,69
NYC,2016-06-22,2,speed,66.0,post,reference,GTA V_ref_+1yr,2016-04-14,69
NYC,2016-06-22,2,unknown,26.0,post,reference,GTA V_ref_+1yr,2016-04-14,69
NYC,2016-06-23,3,other,605.0,post,reference,GTA V_ref_+1yr,2016-04-14,70
NYC,2016-06-23,3,redlight,1174.0,post,reference,GTA V_ref_+1yr,2016-04-14,70
NYC,2016-06-23,3,speed,38.0,post,reference,GTA V_ref_+1yr,2016-04-14,70
NYC,2016-06-23,3,unknown,41.0,post,reference,GTA V_ref_+1yr,2016-04-14,70
NYC,2016-06-24,4,other,559.0,post,reference,GTA V_ref_+1yr,2016-04-14,71
NYC,2016-06-24,4,redlight,1452.0,post,reference,GTA V_ref_+1yr,2016-04-14,71
NYC,2016-06-24,4,speed,31.0,post,reference,GTA V_ref_+1yr,2016-04-14,71
NYC,2016-06-24,4,unknown,59.0,post,reference,GTA V_ref_+1yr,2016-04-14,71
NYC,2016-06-25,5,other,335.0,post,reference,GTA V_ref_+1yr,2016-04-14,72
NYC,2016-06-25,5,redlight,1865.0,post,reference,GTA V_ref_+1yr,2016-04-14,72
NYC,2016-06-25,5,unknown,17.0,post,reference,GTA V_ref_+1yr,2016-04-14,72
NYC,2016-06-26,6,other,61.0,post,reference,GTA V_ref_+1yr,2016-04-14,73
NYC,2016-06-26,6,redlight,1532.0,post,reference,GTA V_ref_+1yr,2016-04-14,73
NYC,2016-06-26,6,unknown,33.0,post,reference,GTA V_ref_+1yr,2016-04-14,73
NYC,2016-06-27,0,other,489.0,post,reference,GTA V_ref_+1yr,2016-04-14,74
NYC,2016-06-27,0,redlight,1136.0,post,reference,GTA V_ref_+1yr,2016-04-14,74
NYC,2016-06-27,0,speed,47.0,post,reference,GTA V_ref_+1yr,2016-04-14,74
NYC,2016-06-27,0,unknown,36.0,post,reference,GTA V_ref_+1yr,2016-04-14,74
NYC,2016-06-28,1,other,544.0,post,reference,GTA V_ref_+1yr,2016-04-14,75
NYC,2016-06-28,1,redlight,866.0,post,reference,GTA V_ref_+1yr,2016-04-14,75
NYC,2016-06-28,1,speed,8.0,post,reference,GTA V_ref_+1yr,2016-04-14,75
NYC,2016-06-28,1,unknown,70.0,post,reference,GTA V_ref_+1yr,2016-04-14,75
NYC,2016-06-29,2,other,424.0,post,reference,GTA V_ref_+1yr,2016-04-14,76
NYC,2016-06-29,2,redlight,1268.0,post,reference,GTA V_ref_+1yr,2016-04-14,76
NYC,2016-06-29,2,speed,1.0,post,reference,GTA V_ref_+1yr,2016-04-14,76
NYC,2016-06-29,2,unknown,47.0,post,reference,GTA V_ref_+1yr,2016-04-14,76
NYC,2016-06-30,3,other,487.0,post,reference,GTA V_ref_+1yr,2016-04-14,77
NYC,2016-06-30,3,redlight,1256.0,post,reference,GTA V_ref_+1yr,2016-04-14,77
NYC,2016-06-30,3,unknown,44.0,post,reference,GTA V_ref_+1yr,2016-04-14,77
NYC,2016-07-01,4,other,443.0,post,reference,GTA V_ref_+1yr,2016-04-14,78
NYC,2016-07-01,4,redlight,1023.0,post,reference,GTA V_ref_+1yr,2016-04-14,78
NYC,2016-07-01,4,unknown,46.0,post,reference,GTA V_ref_+1yr,2016-04-14,78
NYC,2016-07-02,5,other,259.0,post,reference,GTA V_ref_+1yr,2016-04-14,79
NYC,2016-07-02,5,redlight,1128.0,post,reference,GTA V_ref_+1yr,2016-04-14,79
NYC,2016-07-02,5,unknown,21.0,post,reference,GTA V_ref_+1yr,2016-04-14,79
NYC,2016-07-03,6,other,93.0,post,reference,GTA V_ref_+1yr,2016-04-14,80
NYC,2016-07-03,6,redlight,958.0,post,reference,GTA V_ref_+1yr,2016-04-14,80
NYC,2016-07-03,6,unknown,8.0,post,reference,GTA V_ref_+1yr,2016-04-14,80
NYC,2016-07-04,0,other,50.0,post,reference,GTA V_ref_+1yr,2016-04-14,81
NYC,2016-07-04,0,redlight,878.0,post,reference,GTA V_ref_+1yr,2016-04-14,81
NYC,2016-07-04,0,unknown,11.0,post,reference,GTA V_ref_+1yr,2016-04-14,81
NYC,2016-07-05,1,other,332.0,post,reference,GTA V_ref_+1yr,2016-04-14,82
NYC,2016-07-05,1,redlight,1004.0,post,reference,GTA V_ref_+1yr,2016-04-14,82
NYC,2016-07-05,1,unknown,33.0,post,reference,GTA V_ref_+1yr,2016-04-14,82
NYC,2016-07-06,2,other,380.0,post,reference,GTA V_ref_+1yr,2016-04-14,83
NYC,2016-07-06,2,redlight,1085.0,post,reference,GTA V_ref_+1yr,2016-04-14,83
NYC,2016-07-06,2,unknown,33.0,post,reference,GTA V_ref_+1yr,2016-04-14,83
NYC,2016-07-07,3,other,396.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
NYC,2016-07-07,3,redlight,927.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
NYC,2016-07-07,3,speed,13.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
NYC,2016-07-07,3,unknown,37.0,post,reference,GTA V_ref_+1yr,2016-04-14,84
NYC,2016-07-08,4,other,400.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
NYC,2016-07-08,4,redlight,881.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
NYC,2016-07-08,4,speed,25.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
NYC,2016-07-08,4,unknown,27.0,post,reference,GTA V_ref_+1yr,2016-04-14,85
NYC,2016-07-09,5,other,247.0,post,reference,GTA V_ref_+1yr,2016-04-14,86
NYC,2016-07-09,5,redlight,758.0,post,reference,GTA V_ref_+1yr,2016-04-14,86
NYC,2016-07-09,5,unknown,11.0,post,reference,GTA V_ref_+1yr,2016-04-14,86
NYC,2016-07-10,6,other,115.0,post,reference,GTA V_ref_+1yr,2016-04-14,87
NYC,2016-07-10,6,redlight,914.0,post,reference,GTA V_ref_+1yr,2016-04-14,87
NYC,2016-07-10,6,unknown,49.0,post,reference,GTA V_ref_+1yr,2016-04-14,87
NYC,2016-07-11,0,other,404.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
NYC,2016-07-11,0,redlight,915.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
NYC,2016-07-11,0,speed,19.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
NYC,2016-07-11,0,unknown,40.0,post,reference,GTA V_ref_+1yr,2016-04-14,88
Chicago,2022-01-14,4,redlight,1383.0,pre,comparison,Elden Ring,2022-02-25,-42
Chicago,2022-01-14,4,speed,6090.0,pre,comparison,Elden Ring,2022-02-25,-42
Chicago,2022-01-15,5,redlight,1480.0,pre,comparison,Elden Ring,2022-02-25,-41
Chicago,2022-01-15,5,speed,5929.0,pre,comparison,Elden Ring,2022-02-25,-41
Chicago,2022-01-16,6,redlight,1712.0,pre,comparison,Elden Ring,2022-02-25,-40
Chicago,2022-01-16,6,speed,5721.0,pre,comparison,Elden Ring,2022-02-25,-40
Chicago,2022-01-17,0,redlight,1267.0,pre,comparison,Elden Ring,2022-02-25,-39
Chicago,2022-01-17,0,speed,4279.0,pre,comparison,Elden Ring,2022-02-25,-39
Chicago,2022-01-18,1,redlight,1490.0,pre,comparison,Elden Ring,2022-02-25,-38
Chicago,2022-01-18,1,speed,8181.0,pre,comparison,Elden Ring,2022-02-25,-38
Chicago,2022-01-19,2,redlight,1461.0,pre,comparison,Elden Ring,2022-02-25,-37
Chicago,2022-01-19,2,speed,8317.0,pre,comparison,Elden Ring,2022-02-25,-37
Chicago,2022-01-20,3,redlight,1483.0,pre,comparison,Elden Ring,2022-02-25,-36
Chicago,2022-01-20,3,speed,8764.0,pre,comparison,Elden Ring,2022-02-25,-36
Chicago,2022-01-21,4,redlight,1591.0,pre,comparison,Elden Ring,2022-02-25,-35
Chicago,2022-01-21,4,speed,8811.0,pre,comparison,Elden Ring,2022-02-25,-35
Chicago,2022-01-22,5,redlight,1808.0,pre,comparison,Elden Ring,2022-02-25,-34
Chicago,2022-01-22,5,speed,6885.0,pre,comparison,Elden Ring,2022-02-25,-34
Chicago,2022-01-23,6,redlight,1186.0,pre,comparison,Elden Ring,2022-02-25,-33
Chicago,2022-01-23,6,speed,3951.0,pre,comparison,Elden Ring,2022-02-25,-33
Chicago,2022-01-24,0,redlight,1204.0,pre,comparison,Elden Ring,2022-02-25,-32
Chicago,2022-01-24,0,speed,3704.0,pre,comparison,Elden Ring,2022-02-25,-32
Chicago,2022-01-25,1,redlight,1336.0,pre,comparison,Elden Ring,2022-02-25,-31
Chicago,2022-01-25,1,speed,6338.0,pre,comparison,Elden Ring,2022-02-25,-31
Chicago,2022-01-26,2,redlight,1310.0,pre,comparison,Elden Ring,2022-02-25,-30
Chicago,2022-01-26,2,speed,6728.0,pre,comparison,Elden Ring,2022-02-25,-30
Chicago,2022-01-27,3,redlight,1515.0,pre,comparison,Elden Ring,2022-02-25,-29
Chicago,2022-01-27,3,speed,7225.0,pre,comparison,Elden Ring,2022-02-25,-29
Chicago,2022-01-28,4,redlight,1154.0,pre,comparison,Elden Ring,2022-02-25,-28
Chicago,2022-01-28,4,speed,3279.0,pre,comparison,Elden Ring,2022-02-25,-28
Chicago,2022-01-29,5,redlight,1469.0,pre,comparison,Elden Ring,2022-02-25,-27
Chicago,2022-01-29,5,speed,5327.0,pre,comparison,Elden Ring,2022-02-25,-27
Chicago,2022-01-30,6,redlight,1351.0,pre,comparison,Elden Ring,2022-02-25,-26
Chicago,2022-01-30,6,speed,5629.0,pre,comparison,Elden Ring,2022-02-25,-26
Chicago,2022-01-31,0,redlight,1446.0,pre,comparison,Elden Ring,2022-02-25,-25
Chicago,2022-01-31,0,speed,7351.0,pre,comparison,Elden Ring,2022-02-25,-25
Chicago,2022-02-01,1,redlight,1377.0,pre,comparison,Elden Ring,2022-02-25,-24
Chicago,2022-02-01,1,speed,6285.0,pre,comparison,Elden Ring,2022-02-25,-24
Chicago,2022-02-02,2,redlight,529.0,pre,comparison,Elden Ring,2022-02-25,-23
Chicago,2022-02-02,2,speed,571.0,pre,comparison,Elden Ring,2022-02-25,-23
Chicago,2022-02-03,3,redlight,956.0,pre,comparison,Elden Ring,2022-02-25,-22
Chicago,2022-02-03,3,speed,3760.0,pre,comparison,Elden Ring,2022-02-25,-22
Chicago,2022-02-04,4,redlight,1470.0,pre,comparison,Elden Ring,2022-02-25,-21
Chicago,2022-02-04,4,speed,6144.0,pre,comparison,Elden Ring,2022-02-25,-21
Chicago,2022-02-05,5,redlight,1407.0,pre,comparison,Elden Ring,2022-02-25,-20
Chicago,2022-02-05,5,speed,5121.0,pre,comparison,Elden Ring,2022-02-25,-20
Chicago,2022-02-06,6,redlight,1287.0,pre,comparison,Elden Ring,2022-02-25,-19
Chicago,2022-02-06,6,speed,5470.0,pre,comparison,Elden Ring,2022-02-25,-19
Chicago,2022-02-07,0,redlight,1150.0,pre,comparison,Elden Ring,2022-02-25,-18
Chicago,2022-02-07,0,speed,6927.0,pre,comparison,Elden Ring,2022-02-25,-18
Chicago,2022-02-08,1,redlight,1237.0,pre,comparison,Elden Ring,2022-02-25,-17
Chicago,2022-02-08,1,speed,7162.0,pre,comparison,Elden Ring,2022-02-25,-17
Chicago,2022-02-09,2,redlight,1280.0,pre,comparison,Elden Ring,2022-02-25,-16
Chicago,2022-02-09,2,speed,7480.0,pre,comparison,Elden Ring,2022-02-25,-16
Chicago,2022-02-10,3,redlight,1307.0,pre,comparison,Elden Ring,2022-02-25,-15
Chicago,2022-02-10,3,speed,6910.0,pre,comparison,Elden Ring,2022-02-25,-15
Chicago,2022-02-11,4,redlight,1478.0,pre,comparison,Elden Ring,2022-02-25,-14
Chicago,2022-02-11,4,speed,8183.0,pre,comparison,Elden Ring,2022-02-25,-14
NYC,2022-01-14,4,other,38.0,pre,comparison,Elden Ring,2022-02-25,-42
NYC,2022-01-14,4,redlight,247.0,pre,comparison,Elden Ring,2022-02-25,-42
NYC,2022-01-14,4,speed,12.0,pre,comparison,Elden Ring,2022-02-25,-42
NYC,2022-01-14,4,unknown,8.0,pre,comparison,Elden Ring,2022-02-25,-42
NYC,2022-01-15,5,other,19.0,pre,comparison,Elden Ring,2022-02-25,-41
NYC,2022-01-15,5,redlight,218.0,pre,comparison,Elden Ring,2022-02-25,-41
NYC,2022-01-15,5,unknown,7.0,pre,comparison,Elden Ring,2022-02-25,-41
NYC,2022-01-16,6,other,9.0,pre,comparison,Elden Ring,2022-02-25,-40
NYC,2022-01-16,6,redlight,247.0,pre,comparison,Elden Ring,2022-02-25,-40
NYC,2022-01-16,6,unknown,1.0,pre,comparison,Elden Ring,2022-02-25,-40
NYC,2022-01-17,0,other,32.0,pre,comparison,Elden Ring,2022-02-25,-39
NYC,2022-01-17,0,redlight,203.0,pre,comparison,Elden Ring,2022-02-25,-39
NYC,2022-01-17,0,speed,3.0,pre,comparison,Elden Ring,2022-02-25,-39
NYC,2022-01-17,0,unknown,3.0,pre,comparison,Elden Ring,2022-02-25,-39
NYC,2022-01-18,1,other,38.0,pre,comparison,Elden Ring,2022-02-25,-38
NYC,2022-01-18,1,redlight,270.0,pre,comparison,Elden Ring,2022-02-25,-38
NYC,2022-01-18,1,speed,4.0,pre,comparison,Elden Ring,2022-02-25,-38
NYC,2022-01-18,1,unknown,11.0,pre,comparison,Elden Ring,2022-02-25,-38
NYC,2022-01-19,2,other,58.0,pre,comparison,Elden Ring,2022-02-25,-37
NYC,2022-01-19,2,redlight,338.0,pre,comparison,Elden Ring,2022-02-25,-37
NYC,2022-01-19,2,speed,2.0,pre,comparison,Elden Ring,2022-02-25,-37
NYC,2022-01-19,2,unknown,12.0,pre,comparison,Elden Ring,2022-02-25,-37
NYC,2022-01-20,3,other,57.0,pre,comparison,Elden Ring,2022-02-25,-36
NYC,2022-01-20,3,redlight,233.0,pre,comparison,Elden Ring,2022-02-25,-36
NYC,2022-01-20,3,speed,2.0,pre,comparison,Elden Ring,2022-02-25,-36
NYC,2022-01-20,3,unknown,5.0,pre,comparison,Elden Ring,2022-02-25,-36
NYC,2022-01-21,4,other,49.0,pre,comparison,Elden Ring,2022-02-25,-35
NYC,2022-01-21,4,redlight,1923.0,pre,comparison,Elden Ring,2022-02-25,-35
NYC,2022-01-21,4,speed,6.0,pre,comparison,Elden Ring,2022-02-25,-35
NYC,2022-01-21,4,unknown,17.0,pre,comparison,Elden Ring,2022-02-25,-35
NYC,2022-01-22,5,other,27.0,pre,comparison,Elden Ring,2022-02-25,-34
NYC,2022-01-22,5,redlight,2128.0,pre,comparison,Elden Ring,2022-02-25,-34
NYC,2022-01-22,5,unknown,8.0,pre,comparison,Elden Ring,2022-02-25,-34
NYC,2022-01-23,6,other,10.0,pre,comparison,Elden Ring,2022-02-25,-33
NYC,2022-01-23,6,redlight,1879.0,pre,comparison,Elden Ring,2022-02-25,-33
NYC,2022-01-24,0,other,52.0,pre,comparison,Elden Ring,2022-02-25,-32
NYC,2022-01-24,0,redlight,1484.0,pre,comparison,Elden Ring,2022-02-25,-32
NYC,2022-01-24,0,speed,43.0,pre,comparison,Elden Ring,2022-02-25,-32
NYC,2022-01-24,0,unknown,6.0,pre,comparison,Elden Ring,2022-02-25,-32
NYC,2022-01-25,1,other,40.0,pre,comparison,Elden Ring,2022-02-25,-31
NYC,2022-01-25,1,redlight,1384.0,pre,comparison,Elden Ring,2022-02-25,-31
NYC,2022-01-25,1,speed,41.0,pre,comparison,Elden Ring,2022-02-25,-31
NYC,2022-01-25,1,unknown,10.0,pre,comparison,Elden Ring,2022-02-25,-31
NYC,2022-01-26,2,other,46.0,pre,comparison,Elden Ring,2022-02-25,-30
NYC,2022-01-26,2,redlight,2036.0,pre,comparison,Elden Ring,2022-02-25,-30
NYC,2022-01-26,2,speed,151.0,pre,comparison,Elden Ring,2022-02-25,-30
NYC,2022-01-26,2,unknown,13.0,pre,comparison,Elden Ring,2022-02-25,-30
NYC,2022-01-27,3,other,50.0,pre,comparison,Elden Ring,2022-02-25,-29
NYC,2022-01-27,3,redlight,1916.0,pre,comparison,Elden Ring,2022-02-25,-29
NYC,2022-01-27,3,speed,266.0,pre,comparison,Elden Ring,2022-02-25,-29
NYC,2022-01-27,3,unknown,15.0,pre,comparison,Elden Ring,2022-02-25,-29
NYC,2022-01-28,4,other,41.0,pre,comparison,Elden Ring,2022-02-25,-28
NYC,2022-01-28,4,redlight,1468.0,pre,comparison,Elden Ring,2022-02-25,-28
NYC,2022-01-28,4,speed,167.0,pre,comparison,Elden Ring,2022-02-25,-28
NYC,2022-01-28,4,unknown,9.0,pre,comparison,Elden Ring,2022-02-25,-28
NYC,2022-01-29,5,other,1.0,pre,comparison,Elden Ring,2022-02-25,-27
NYC,2022-01-29,5,redlight,558.0,pre,comparison,Elden Ring,2022-02-25,-27
NYC,2022-01-30,6,other,1.0,pre,comparison,Elden Ring,2022-02-25,-26
NYC,2022-01-30,6,redlight,683.0,pre,comparison,Elden Ring,2022-02-25,-26
NYC,2022-01-31,0,other,19.0,pre,comparison,Elden Ring,2022-02-25,-25
NYC,2022-01-31,0,redlight,446.0,pre,comparison,Elden Ring,2022-02-25,-25
NYC,2022-01-31,0,speed,101.0,pre,comparison,Elden Ring,2022-02-25,-25
NYC,2022-01-31,0,unknown,6.0,pre,comparison,Elden Ring,2022-02-25,-25
NYC,2022-02-01,1,other,38.0,pre,comparison,Elden Ring,2022-02-25,-24
NYC,2022-02-01,1,redlight,411.0,pre,comparison,Elden Ring,2022-02-25,-24
NYC,2022-02-01,1,speed,218.0,pre,comparison,Elden Ring,2022-02-25,-24
NYC,2022-02-01,1,unknown,7.0,pre,comparison,Elden Ring,2022-02-25,-24
NYC,2022-02-02,2,other,51.0,pre,comparison,Elden Ring,2022-02-25,-23
NYC,2022-02-02,2,redlight,457.0,pre,comparison,Elden Ring,2022-02-25,-23
NYC,2022-02-02,2,speed,195.0,pre,comparison,Elden Ring,2022-02-25,-23
NYC,2022-02-02,2,unknown,4.0,pre,comparison,Elden Ring,2022-02-25,-23
NYC,2022-02-03,3,other,32.0,pre,comparison,Elden Ring,2022-02-25,-22
NYC,2022-02-03,3,redlight,334.0,pre,comparison,Elden Ring,2022-02-25,-22
NYC,2022-02-03,3,speed,119.0,pre,comparison,Elden Ring,2022-02-25,-22
NYC,2022-02-03,3,unknown,9.0,pre,comparison,Elden Ring,2022-02-25,-22
NYC,2022-02-04,4,other,48.0,pre,comparison,Elden Ring,2022-02-25,-21
NYC,2022-02-04,4,redlight,327.0,pre,comparison,Elden Ring,2022-02-25,-21
NYC,2022-02-04,4,speed,128.0,pre,comparison,Elden Ring,2022-02-25,-21
NYC,2022-02-04,4,unknown,3.0,pre,comparison,Elden Ring,2022-02-25,-21
NYC,2022-02-05,5,other,21.0,pre,comparison,Elden Ring,2022-02-25,-20
NYC,2022-02-05,5,redlight,362.0,pre,comparison,Elden Ring,2022-02-25,-20
NYC,2022-02-05,5,unknown,8.0,pre,comparison,Elden Ring,2022-02-25,-20
NYC,2022-02-06,6,other,11.0,pre,comparison,Elden Ring,2022-02-25,-19
NYC,2022-02-06,6,redlight,468.0,pre,comparison,Elden Ring,2022-02-25,-19
NYC,2022-02-06,6,unknown,2.0,pre,comparison,Elden Ring,2022-02-25,-19
NYC,2022-02-07,0,other,49.0,pre,comparison,Elden Ring,2022-02-25,-18
NYC,2022-02-07,0,redlight,276.0,pre,comparison,Elden Ring,2022-02-25,-18
NYC,2022-02-07,0,speed,179.0,pre,comparison,Elden Ring,2022-02-25,-18
NYC,2022-02-07,0,unknown,9.0,pre,comparison,Elden Ring,2022-02-25,-18
NYC,2022-02-08,1,other,53.0,pre,comparison,Elden Ring,2022-02-25,-17
NYC,2022-02-08,1,redlight,419.0,pre,comparison,Elden Ring,2022-02-25,-17
NYC,2022-02-08,1,speed,305.0,pre,comparison,Elden Ring,2022-02-25,-17
NYC,2022-02-08,1,unknown,8.0,pre,comparison,Elden Ring,2022-02-25,-17
NYC,2022-02-09,2,other,95.0,pre,comparison,Elden Ring,2022-02-25,-16
NYC,2022-02-09,2,redlight,497.0,pre,comparison,Elden Ring,2022-02-25,-16
NYC,2022-02-09,2,speed,198.0,pre,comparison,Elden Ring,2022-02-25,-16
NYC,2022-02-09,2,unknown,8.0,pre,comparison,Elden Ring,2022-02-25,-16
NYC,2022-02-10,3,other,94.0,pre,comparison,Elden Ring,2022-02-25,-15
NYC,2022-02-10,3,redlight,377.0,pre,comparison,Elden Ring,2022-02-25,-15
NYC,2022-02-10,3,speed,249.0,pre,comparison,Elden Ring,2022-02-25,-15
NYC,2022-02-10,3,unknown,11.0,pre,comparison,Elden Ring,2022-02-25,-15
NYC,2022-02-11,4,other,77.0,pre,comparison,Elden Ring,2022-02-25,-14
NYC,2022-02-11,4,redlight,417.0,pre,comparison,Elden Ring,2022-02-25,-14
NYC,2022-02-11,4,speed,232.0,pre,comparison,Elden Ring,2022-02-25,-14
NYC,2022-02-11,4,unknown,17.0,pre,comparison,Elden Ring,2022-02-25,-14
Chicago,2022-04-26,1,redlight,1642.0,post,comparison,Elden Ring,2022-02-25,60
Chicago,2022-04-26,1,speed,9190.0,post,comparison,Elden Ring,2022-02-25,60
Chicago,2022-04-27,2,redlight,1758.0,post,comparison,Elden Ring,2022-02-25,61
Chicago,2022-04-27,2,speed,8927.0,post,comparison,Elden Ring,2022-02-25,61
Chicago,2022-04-28,3,redlight,1778.0,post,comparison,Elden Ring,2022-02-25,62
Chicago,2022-04-28,3,speed,8955.0,post,comparison,Elden Ring,2022-02-25,62
Chicago,2022-04-29,4,redlight,2057.0,post,comparison,Elden Ring,2022-02-25,63
Chicago,2022-04-29,4,speed,10246.0,post,comparison,Elden Ring,2022-02-25,63
Chicago,2022-04-30,5,redlight,2106.0,post,comparison,Elden Ring,2022-02-25,64
Chicago,2022-04-30,5,speed,6435.0,post,comparison,Elden Ring,2022-02-25,64
Chicago,2022-05-01,6,redlight,1830.0,post,comparison,Elden Ring,2022-02-25,65
Chicago,2022-05-01,6,speed,7202.0,post,comparison,Elden Ring,2022-02-25,65
Chicago,2022-05-02,0,redlight,1616.0,post,comparison,Elden Ring,2022-02-25,66
