city,date,day_of_week,violation_type,count,period,treatment,release_id,release_date,days_from_release
Chicago,2015-03-03,1,redlight,891.0,pre,gta,GTA V,2015-04-14,-42
Chicago,2015-03-03,1,speed,2242.0,pre,gta,GTA V,2015-04-14,-42
Chicago,2015-03-04,2,redlight,1230.0,pre,gta,GTA V,2015-04-14,-41
Chicago,2015-03-04,2,speed,3472.0,pre,gta,GTA V,2015-04-14,-41
Chicago,2015-03-05,3,redlight,1296.0,pre,gta,GTA V,2015-04-14,-40
Chicago,2015-03-05,3,speed,3483.0,pre,gta,GTA V,2015-04-14,-40
Chicago,2015-03-06,4,redlight,1185.0,pre,gta,GTA V,2015-04-14,-39
Chicago,2015-03-06,4,speed,4038.0,pre,gta,GTA V,2015-04-14,-39
Chicago,2015-03-07,5,redlight,1258.0,pre,gta,GTA V,2015-04-14,-38
Chicago,2015-03-07,5,speed,2989.0,pre,gta,GTA V,2015-04-14,-38
Chicago,2015-03-08,6,redlight,975.0,pre,gta,GTA V,2015-04-14,-37
Chicago,2015-03-08,6,speed,2715.0,pre,gta,GTA V,2015-04-14,-37
Chicago,2015-03-09,0,redlight,1060.0,pre,gta,GTA V,2015-04-14,-36
Chicago,2015-03-09,0,speed,4100.0,pre,gta,GTA V,2015-04-14,-36
Chicago,2015-03-10,1,redlight,904.0,pre,gta,GTA V,2015-04-14,-35
Chicago,2015-03-10,1,speed,3356.0,pre,gta,GTA V,2015-04-14,-35
Chicago,2015-03-11,2,redlight,1103.0,pre,gta,GTA V,2015-04-14,-34
Chicago,2015-03-11,2,speed,3757.0,pre,gta,GTA V,2015-04-14,-34
Chicago,2015-03-12,3,redlight,1071.0,pre,gta,GTA V,2015-04-14,-33
Chicago,2015-03-12,3,speed,4122.0,pre,gta,GTA V,2015-04-14,-33
Chicago,2015-03-13,4,redlight,1208.0,pre,gta,GTA V,2015-04-14,-32
Chicago,2015-03-13,4,speed,4403.0,pre,gta,GTA V,2015-04-14,-32
Chicago,2015-03-14,5,redlight,1289.0,pre,gta,GTA V,2015-04-14,-31
Chicago,2015-03-14,5,speed,3097.0,pre,gta,GTA V,2015-04-14,-31
Chicago,2015-03-15,6,redlight,1138.0,pre,gta,GTA V,2015-04-14,-30
Chicago,2015-03-15,6,speed,2988.0,pre,gta,GTA V,2015-04-14,-30
Chicago,2015-03-16,0,redlight,1007.0,pre,gta,GTA V,2015-04-14,-29
Chicago,2015-03-16,0,speed,4142.0,pre,gta,GTA V,2015-04-14,-29
Chicago,2015-03-17,1,redlight,1092.0,pre,gta,GTA V,2015-04-14,-28
Chicago,2015-03-17,1,speed,4325.0,pre,gta,GTA V,2015-04-14,-28
Chicago,2015-03-18,2,redlight,1004.0,pre,gta,GTA V,2015-04-14,-27
Chicago,2015-03-18,2,speed,4302.0,pre,gta,GTA V,2015-04-14,-27
Chicago,2015-03-19,3,redlight,1090.0,pre,gta,GTA V,2015-04-14,-26
Chicago,2015-03-19,3,speed,4106.0,pre,gta,GTA V,2015-04-14,-26
Chicago,2015-03-20,4,redlight,1202.0,pre,gta,GTA V,2015-04-14,-25
Chicago,2015-03-20,4,speed,4541.0,pre,gta,GTA V,2015-04-14,-25
Chicago,2015-03-21,5,redlight,1439.0,pre,gta,GTA V,2015-04-14,-24
Chicago,2015-03-21,5,speed,3260.0,pre,gta,GTA V,2015-04-14,-24
Chicago,2015-03-22,6,redlight,1060.0,pre,gta,GTA V,2015-04-14,-23
Chicago,2015-03-22,6,speed,3046.0,pre,gta,GTA V,2015-04-14,-23
Chicago,2015-03-23,0,redlight,729.0,pre,gta,GTA V,2015-04-14,-22
Chicago,2015-03-23,0,speed,1898.0,pre,gta,GTA V,2015-04-14,-22
Chicago,2015-03-24,1,redlight,1103.0,pre,gta,GTA V,2015-04-14,-21
Chicago,2015-03-24,1,speed,4155.0,pre,gta,GTA V,2015-04-14,-21
Chicago,2015-03-25,2,redlight,931.0,pre,gta,GTA V,2015-04-14,-20
Chicago,2015-03-25,2,speed,3522.0,pre,gta,GTA V,2015-04-14,-20
Chicago,2015-03-26,3,redlight,1070.0,pre,gta,GTA V,2015-04-14,-19
Chicago,2015-03-26,3,speed,3833.0,pre,gta,GTA V,2015-04-14,-19
Chicago,2015-03-27,4,redlight,1268.0,pre,gta,GTA V,2015-04-14,-18
Chicago,2015-03-27,4,speed,4252.0,pre,gta,GTA V,2015-04-14,-18
Chicago,2015-03-28,5,redlight,1534.0,pre,gta,GTA V,2015-04-14,-17
Chicago,2015-03-28,5,speed,3386.0,pre,gta,GTA V,2015-04-14,-17
Chicago,2015-03-29,6,redlight,1134.0,pre,gta,GTA V,2015-04-14,-16
Chicago,2015-03-29,6,speed,2698.0,pre,gta,GTA V,2015-04-14,-16
Chicago,2015-03-30,0,redlight,1026.0,pre,gta,GTA V,2015-04-14,-15
Chicago,2015-03-30,0,speed,4381.0,pre,gta,GTA V,2015-04-14,-15
Chicago,2015-03-31,1,redlight,1076.0,pre,gta,GTA V,2015-04-14,-14
Chicago,2015-03-31,1,speed,3958.0,pre,gta,GTA V,2015-04-14,-14
NYC,2015-03-03,1,other,9.0,pre,gta,GTA V,2015-04-14,-42
NYC,2015-03-03,1,redlight,13.0,pre,gta,GTA V,2015-04-14,-42
NYC,2015-03-03,1,speed,1.0,pre,gta,GTA V,2015-04-14,-42
NYC,2015-03-03,1,unknown,48.0,pre,gta,GTA V,2015-04-14,-42
NYC,2015-03-04,2,other,9.0,pre,gta,GTA V,2015-04-14,-41
NYC,2015-03-04,2,redlight,14.0,pre,gta,GTA V,2015-04-14,-41
NYC,2015-03-04,2,unknown,38.0,pre,gta,GTA V,2015-04-14,-41
NYC,2015-03-05,3,other,2.0,pre,gta,GTA V,2015-04-14,-40
NYC,2015-03-05,3,redlight,4.0,pre,gta,GTA V,2015-04-14,-40
NYC,2015-03-05,3,unknown,13.0,pre,gta,GTA V,2015-04-14,-40
NYC,2015-03-06,4,other,8.0,pre,gta,GTA V,2015-04-14,-39
NYC,2015-03-06,4,redlight,10.0,pre,gta,GTA V,2015-04-14,-39
NYC,2015-03-06,4,unknown,44.0,pre,gta,GTA V,2015-04-14,-39
NYC,2015-03-07,5,other,7.0,pre,gta,GTA V,2015-04-14,-38
NYC,2015-03-07,5,redlight,12.0,pre,gta,GTA V,2015-04-14,-38
NYC,2015-03-07,5,unknown,37.0,pre,gta,GTA V,2015-04-14,-38
NYC,2015-03-08,6,redlight,18.0,pre,gta,GTA V,2015-04-14,-37
NYC,2015-03-08,6,unknown,19.0,pre,gta,GTA V,2015-04-14,-37
NYC,2015-03-09,0,other,9.0,pre,gta,GTA V,2015-04-14,-36
NYC,2015-03-09,0,redlight,19.0,pre,gta,GTA V,2015-04-14,-36
NYC,2015-03-09,0,unknown,63.0,pre,gta,GTA V,2015-04-14,-36
NYC,2015-03-10,1,other,15.0,pre,gta,GTA V,2015-04-14,-35
NYC,2015-03-10,1,redlight,12.0,pre,gta,GTA V,2015-04-14,-35
NYC,2015-03-10,1,speed,4.0,pre,gta,GTA V,2015-04-14,-35
NYC,2015-03-10,1,unknown,55.0,pre,gta,GTA V,2015-04-14,-35
NYC,2015-03-11,2,other,6.0,pre,gta,GTA V,2015-04-14,-34
NYC,2015-03-11,2,redlight,16.0,pre,gta,GTA V,2015-04-14,-34
NYC,2015-03-11,2,speed,2.0,pre,gta,GTA V,2015-04-14,-34
NYC,2015-03-11,2,unknown,52.0,pre,gta,GTA V,2015-04-14,-34
NYC,2015-03-12,3,other,11.0,pre,gta,GTA V,2015-04-14,-33
NYC,2015-03-12,3,redlight,15.0,pre,gta,GTA V,2015-04-14,-33
NYC,2015-03-12,3,speed,2.0,pre,gta,GTA V,2015-04-14,-33
NYC,2015-03-12,3,unknown,36.0,pre,gta,GTA V,2015-04-14,-33
NYC,2015-03-13,4,other,8.0,pre,gta,GTA V,2015-04-14,-32
NYC,2015-03-13,4,redlight,28.0,pre,gta,GTA V,2015-04-14,-32
NYC,2015-03-13,4,speed,5.0,pre,gta,GTA V,2015-04-14,-32
NYC,2015-03-13,4,unknown,39.0,pre,gta,GTA V,2015-04-14,-32
NYC,2015-03-14,5,other,4.0,pre,gta,GTA V,2015-04-14,-31
NYC,2015-03-14,5,redlight,19.0,pre,gta,GTA V,2015-04-14,-31
NYC,2015-03-14,5,unknown,30.0,pre,gta,GTA V,2015-04-14,-31
NYC,2015-03-15,6,other,2.0,pre,gta,GTA V,2015-04-14,-30
NYC,2015-03-15,6,redlight,9.0,pre,gta,GTA V,2015-04-14,-30
NYC,2015-03-15,6,unknown,12.0,pre,gta,GTA V,2015-04-14,-30
NYC,2015-03-16,0,other,16.0,pre,gta,GTA V,2015-04-14,-29
NYC,2015-03-16,0,redlight,20.0,pre,gta,GTA V,2015-04-14,-29
NYC,2015-03-16,0,unknown,59.0,pre,gta,GTA V,2015-04-14,-29
NYC,2015-03-17,1,other,7.0,pre,gta,GTA V,2015-04-14,-28
NYC,2015-03-17,1,redlight,10.0,pre,gta,GTA V,2015-04-14,-28
NYC,2015-03-17,1,speed,1.0,pre,gta,GTA V,2015-04-14,-28
NYC,2015-03-17,1,unknown,48.0,pre,gta,GTA V,2015-04-14,-28
NYC,2015-03-18,2,other,9.0,pre,gta,GTA V,2015-04-14,-27
NYC,2015-03-18,2,redlight,13.0,pre,gta,GTA V,2015-04-14,-27
NYC,2015-03-18,2,speed,1.0,pre,gta,GTA V,2015-04-14,-27
NYC,2015-03-18,2,unknown,30.0,pre,gta,GTA V,2015-04-14,-27
NYC,2015-03-19,3,other,10.0,pre,gta,GTA V,2015-04-14,-26
NYC,2015-03-19,3,redlight,14.0,pre,gta,GTA V,2015-04-14,-26
NYC,2015-03-19,3,speed,1.0,pre,gta,GTA V,2015-04-14,-26
NYC,2015-03-19,3,unknown,61.0,pre,gta,GTA V,2015-04-14,-26
NYC,2015-03-20,4,other,7.0,pre,gta,GTA V,2015-04-14,-25
NYC,2015-03-20,4,redlight,5.0,pre,gta,GTA V,2015-04-14,-25
NYC,2015-03-20,4,unknown,35.0,pre,gta,GTA V,2015-04-14,-25
NYC,2015-03-21,5,other,5.0,pre,gta,GTA V,2015-04-14,-24
NYC,2015-03-21,5,redlight,18.0,pre,gta,GTA V,2015-04-14,-24
NYC,2015-03-21,5,unknown,30.0,pre,gta,GTA V,2015-04-14,-24
NYC,2015-03-22,6,other,6.0,pre,gta,GTA V,2015-04-14,-23
NYC,2015-03-22,6,redlight,16.0,pre,gta,GTA V,2015-04-14,-23
NYC,2015-03-22,6,unknown,11.0,pre,gta,GTA V,2015-04-14,-23
NYC,2015-03-23,0,other,8.0,pre,gta,GTA V,2015-04-14,-22
NYC,2015-03-23,0,redlight,12.0,pre,gta,GTA V,2015-04-14,-22
NYC,2015-03-23,0,unknown,51.0,pre,gta,GTA V,2015-04-14,-22
NYC,2015-03-24,1,other,9.0,pre,gta,GTA V,2015-04-14,-21
NYC,2015-03-24,1,redlight,22.0,pre,gta,GTA V,2015-04-14,-21
NYC,2015-03-24,1,speed,1.0,pre,gta,GTA V,2015-04-14,-21
NYC,2015-03-24,1,unknown,51.0,pre,gta,GTA V,2015-04-14,-21
NYC,2015-03-25,2,other,10.0,pre,gta,GTA V,2015-04-14,-20
NYC,2015-03-25,2,redlight,7.0,pre,gta,GTA V,2015-04-14,-20
NYC,2015-03-25,2,speed,2.0,pre,gta,GTA V,2015-04-14,-20
NYC,2015-03-25,2,unknown,42.0,pre,gta,GTA V,2015-04-14,-20
NYC,2015-03-26,3,other,9.0,pre,gta,GTA V,2015-04-14,-19
NYC,2015-03-26,3,redlight,15.0,pre,gta,GTA V,2015-04-14,-19
NYC,2015-03-26,3,speed,3.0,pre,gta,GTA V,2015-04-14,-19
NYC,2015-03-26,3,unknown,29.0,pre,gta,GTA V,2015-04-14,-19
NYC,2015-03-27,4,other,9.0,pre,gta,GTA V,2015-04-14,-18
NYC,2015-03-27,4,redlight,22.0,pre,gta,GTA V,2015-04-14,-18
NYC,2015-03-27,4,speed,2.0,pre,gta,GTA V,2015-04-14,-18
NYC,2015-03-27,4,unknown,17.0,pre,gta,GTA V,2015-04-14,-18
NYC,2015-03-28,5,other,12.0,pre,gta,GTA V,2015-04-14,-17
NYC,2015-03-28,5,redlight,18.0,pre,gta,GTA V,2015-04-14,-17
NYC,2015-03-28,5,unknown,15.0,pre,gta,GTA V,2015-04-14,-17
NYC,2015-03-29,6,other,6.0,pre,gta,GTA V,2015-04-14,-16
NYC,2015-03-29,6,redlight,20.0,pre,gta,GTA V,2015-04-14,-16
NYC,2015-03-29,6,unknown,9.0,pre,gta,GTA V,2015-04-14,-16
NYC,2015-03-30,0,other,5.0,pre,gta,GTA V,2015-04-14,-15
NYC,2015-03-30,0,redlight,17.0,pre,gta,GTA V,2015-04-14,-15
NYC,2015-03-30,0,speed,4.0,pre,gta,GTA V,2015-04-14,-15
NYC,2015-03-30,0,unknown,15.0,pre,gta,GTA V,2015-04-14,-15
NYC,2015-03-31,1,other,10.0,pre,gta,GTA V,2015-04-14,-14
NYC,2015-03-31,1,redlight,16.0,pre,gta,GTA V,2015-04-14,-14
NYC,2015-03-31,1,speed,2.0,pre,gta,GTA V,2015-04-14,-14
NYC,2015-03-31,1,unknown,22.0,pre,gta,GTA V,2015-04-14,-14
Chicago,2015-06-13,5,redlight,1673.0,post,gta,GTA V,2015-04-14,60
Chicago,2015-06-13,5,speed,3505.0,post,gta,GTA V,2015-04-14,60
Chicago,2015-06-14,6,redlight,1495.0,post,gta,GTA V,2015-04-14,61
Chicago,2015-06-14,6,speed,3000.0,post,gta,GTA V,2015-04-14,61
Chicago,2015-06-15,0,redlight,1281.0,post,gta,GTA V,2015-04-14,62
Chicago,2015-06-15,0,speed,3190.0,post,gta,GTA V,2015-04-14,62
Chicago,2015-06-16,1,redlight,1553.0,post,gta,GTA V,2015-04-14,63
Chicago,2015-06-16,1,speed,4744.0,post,gta,GTA V,2015-04-14,63
Chicago,2015-06-17,2,redlight,1495.0,post,gta,GTA V,2015-04-14,64
Chicago,2015-06-17,2,speed,3324.0,post,gta,GTA V,2015-04-14,64
Chicago,2015-06-18,3,redlight,1352.0,post,gta,GTA V,2015-04-14,65
Chicago,2015-06-18,3,speed,4200.0,post,gta,GTA V,2015-04-14,65
Chicago,2015-06-19,4,redlight,1691.0,post,gta,GTA V,2015-04-14,66
Chicago,2015-06-19,4,speed,4977.0,post,gta,GTA V,2015-04-14,66
Chicago,2015-06-20,5,redlight,1850.0,post,gta,GTA V,2015-04-14,67
Chicago,2015-06-20,5,speed,3102.0,post,gta,GTA V,2015-04-14,67
Chicago,2015-06-21,6,redlight,1743.0,post,gta,GTA V,2015-04-14,68
Chicago,2015-06-21,6,speed,3659.0,post,gta,GTA V,2015-04-14,68
Chicago,2015-06-22,0,redlight,1243.0,post,gta,GTA V,2015-04-14,69
Chicago,2015-06-22,0,speed,2443.0,post,gta,GTA V,2015-04-14,69
Chicago,2015-06-23,1,redlight,1525.0,post,gta,GTA V,2015-04-14,70
Chicago,2015-06-23,1,speed,2942.0,post,gta,GTA V,2015-04-14,70
Chicago,2015-06-24,2,redlight,1378.0,post,gta,GTA V,2015-04-14,71
Chicago,2015-06-24,2,speed,2671.0,post,gta,GTA V,2015-04-14,71
Chicago,2015-06-25,3,redlight,1413.0,post,gta,GTA V,2015-04-14,72
Chicago,2015-06-25,3,speed,2620.0,post,gta,GTA V,2015-04-14,72
Chicago,2015-06-26,4,redlight,1409.0,post,gta,GTA V,2015-04-14,73
Chicago,2015-06-26,4,speed,2293.0,post,gta,GTA V,2015-04-14,73
Chicago,2015-06-27,5,redlight,1746.0,post,gta,GTA V,2015-04-14,74
Chicago,2015-06-27,5,speed,3682.0,post,gta,GTA V,2015-04-14,74
Chicago,2015-06-28,6,redlight,1583.0,post,gta,GTA V,2015-04-14,75
Chicago,2015-06-28,6,speed,3013.0,post,gta,GTA V,2015-04-14,75
Chicago,2015-06-29,0,redlight,1280.0,post,gta,GTA V,2015-04-14,76
Chicago,2015-06-29,0,speed,3199.0,post,gta,GTA V,2015-04-14,76
Chicago,2015-06-30,1,redlight,1357.0,post,gta,GTA V,2015-04-14,77
Chicago,2015-06-30,1,speed,3383.0,post,gta,GTA V,2015-04-14,77
Chicago,2015-07-01,2,redlight,1377.0,post,gta,GTA V,2015-04-14,78
Chicago,2015-07-01,2,speed,3419.0,post,gta,GTA V,2015-04-14,78
Chicago,2015-07-02,3,redlight,1537.0,post,gta,GTA V,2015-04-14,79
Chicago,2015-07-02,3,speed,3959.0,post,gta,GTA V,2015-04-14,79
Chicago,2015-07-03,4,redlight,1586.0,post,gta,GTA V,2015-04-14,80
Chicago,2015-07-03,4,speed,4059.0,post,gta,GTA V,2015-04-14,80
Chicago,2015-07-04,5,redlight,1658.0,post,gta,GTA V,2015-04-14,81
Chicago,2015-07-04,5,speed,3833.0,post,gta,GTA V,2015-04-14,81
Chicago,2015-07-05,6,redlight,1576.0,post,gta,GTA V,2015-04-14,82
Chicago,2015-07-05,6,speed,3271.0,post,gta,GTA V,2015-04-14,82
Chicago,2015-07-06,0,redlight,1352.0,post,gta,GTA V,2015-04-14,83
Chicago,2015-07-06,0,speed,3559.0,post,gta,GTA V,2015-04-14,83
Chicago,2015-07-07,1,redlight,1410.0,post,gta,GTA V,2015-04-14,84
Chicago,2015-07-07,1,speed,3555.0,post,gta,GTA V,2015-04-14,84
Chicago,2015-07-08,2,redlight,1291.0,post,gta,GTA V,2015-04-14,85
Chicago,2015-07-08,2,speed,3367.0,post,gta,GTA V,2015-04-14,85
Chicago,2015-07-09,3,redlight,1294.0,post,gta,GTA V,2015-04-14,86
Chicago,2015-07-09,3,speed,3783.0,post,gta,GTA V,2015-04-14,86
Chicago,2015-07-10,4,redlight,1768.0,post,gta,GTA V,2015-04-14,87
Chicago,2015-07-10,4,speed,3782.0,post,gta,GTA V,2015-04-14,87
Chicago,2015-07-11,5,redlight,1769.0,post,gta,GTA V,2015-04-14,88
Chicago,2015-07-11,5,speed,3033.0,post,gta,GTA V,2015-04-14,88
NYC,2015-06-13,5,other,6.0,post,gta,GTA V,2015-04-14,60
NYC,2015-06-13,5,redlight,33.0,post,gta,GTA V,2015-04-14,60
NYC,2015-06-13,5,unknown,51.0,post,gta,GTA V,2015-04-14,60
NYC,2015-06-14,6,other,2.0,post,gta,GTA V,2015-04-14,61
NYC,2015-06-14,6,redlight,35.0,post,gta,GTA V,2015-04-14,61
NYC,2015-06-14,6,unknown,28.0,post,gta,GTA V,2015-04-14,61
NYC,2015-06-15,0,other,9.0,post,gta,GTA V,2015-04-14,62
NYC,2015-06-15,0,redlight,27.0,post,gta,GTA V,2015-04-14,62
NYC,2015-06-15,0,speed,1.0,post,gta,GTA V,2015-04-14,62
NYC,2015-06-15,0,unknown,75.0,post,gta,GTA V,2015-04-14,62
NYC,2015-06-16,1,other,14.0,post,gta,GTA V,2015-04-14,63
NYC,2015-06-16,1,redlight,27.0,post,gta,GTA V,2015-04-14,63
NYC,2015-06-16,1,speed,2.0,post,gta,GTA V,2015-04-14,63
NYC,2015-06-16,1,unknown,67.0,post,gta,GTA V,2015-04-14,63
NYC,2015-06-17,2,other,10.0,post,gta,GTA V,2015-04-14,64
NYC,2015-06-17,2,redlight,32.0,post,gta,GTA V,2015-04-14,64
NYC,2015-06-17,2,speed,4.0,post,gta,GTA V,2015-04-14,64
NYC,2015-06-17,2,unknown,69.0,post,gta,GTA V,2015-04-14,64
NYC,2015-06-18,3,other,18.0,post,gta,GTA V,2015-04-14,65
NYC,2015-06-18,3,redlight,24.0,post,gta,GTA V,2015-04-14,65
NYC,2015-06-18,3,speed,3.0,post,gta,GTA V,2015-04-14,65
NYC,2015-06-18,3,unknown,104.0,post,gta,GTA V,2015-04-14,65
NYC,2015-06-19,4,other,9.0,post,gta,GTA V,2015-04-14,66
NYC,2015-06-19,4,redlight,37.0,post,gta,GTA V,2015-04-14,66
NYC,2015-06-19,4,speed,2.0,post,gta,GTA V,2015-04-14,66
NYC,2015-06-19,4,unknown,99.0,post,gta,GTA V,2015-04-14,66
NYC,2015-06-20,5,other,6.0,post,gta,GTA V,2015-04-14,67
NYC,2015-06-20,5,redlight,36.0,post,gta,GTA V,2015-04-14,67
NYC,2015-06-20,5,unknown,48.0,post,gta,GTA V,2015-04-14,67
NYC,2015-06-21,6,redlight,41.0,post,gta,GTA V,2015-04-14,68
NYC,2015-06-21,6,unknown,9.0,post,gta,GTA V,2015-04-14,68
NYC,2015-06-22,0,other,11.0,post,gta,GTA V,2015-04-14,69
NYC,2015-06-22,0,redlight,31.0,post,gta,GTA V,2015-04-14,69
NYC,2015-06-22,0,speed,7.0,post,gta,GTA V,2015-04-14,69
NYC,2015-06-22,0,unknown,60.0,post,gta,GTA V,2015-04-14,69
NYC,2015-06-23,1,other,13.0,post,gta,GTA V,2015-04-14,70
NYC,2015-06-23,1,redlight,25.0,post,gta,GTA V,2015-04-14,70
NYC,2015-06-23,1,unknown,80.0,post,gta,GTA V,2015-04-14,70
NYC,2015-06-24,2,other,12.0,post,gta,GTA V,2015-04-14,71
NYC,2015-06-24,2,redlight,27.0,post,gta,GTA V,2015-04-14,71
NYC,2015-06-24,2,speed,1.0,post,gta,GTA V,2015-04-14,71
NYC,2015-06-24,2,unknown,90.0,post,gta,GTA V,2015-04-14,71
NYC,2015-06-25,3,other,11.0,post,gta,GTA V,2015-04-14,72
NYC,2015-06-25,3,redlight,24.0,post,gta,GTA V,2015-04-14,72
NYC,2015-06-25,3,speed,1.0,post,gta,GTA V,2015-04-14,72
NYC,2015-06-25,3,unknown,28.0,post,gta,GTA V,2015-04-14,72
NYC,2015-06-26,4,other,13.0,post,gta,GTA V,2015-04-14,73
NYC,2015-06-26,4,redlight,36.0,post,gta,GTA V,2015-04-14,73
NYC,2015-06-26,4,speed,1.0,post,gta,GTA V,2015-04-14,73
NYC,2015-06-26,4,unknown,28.0,post,gta,GTA V,2015-04-14,73
NYC,2015-06-27,5,other,7.0,post,gta,GTA V,2015-04-14,74
NYC,2015-06-27,5,redlight,34.0,post,gta,GTA V,2015-04-14,74
NYC,2015-06-27,5,unknown,21.0,post,gta,GTA V,2015-04-14,74
NYC,2015-06-28,6,other,4.0,post,gta,GTA V,2015-04-14,75
NYC,2015-06-28,6,redlight,24.0,post,gta,GTA V,2015-04-14,75
NYC,2015-06-28,6,unknown,10.0,post,gta,GTA V,2015-04-14,75
NYC,2015-06-29,0,other,13.0,post,gta,GTA V,2015-04-14,76
NYC,2015-06-29,0,redlight,26.0,post,gta,GTA V,2015-04-14,76
NYC,2015-06-29,0,unknown,41.0,post,gta,GTA V,2015-04-14,76
NYC,2015-06-30,1,other,11.0,post,gta,GTA V,2015-04-14,77
NYC,2015-06-30,1,redlight,16.0,post,gta,GTA V,2015-04-14,77
NYC,2015-06-30,1,unknown,22.0,post,gta,GTA V,2015-04-14,77
NYC,2015-07-01,2,other,19.0,post,gta,GTA V,2015-04-14,78
NYC,2015-07-01,2,redlight,30.0,post,gta,GTA V,2015-04-14,78
NYC,2015-07-01,2,unknown,44.0,post,gta,GTA V,2015-04-14,78
NYC,2015-07-02,3,other,12.0,post,gta,GTA V,2015-04-14,79
NYC,2015-07-02,3,redlight,23.0,post,gta,GTA V,2015-04-14,79
NYC,2015-07-02,3,unknown,27.0,post,gta,GTA V,2015-04-14,79
NYC,2015-07-03,4,other,3.0,post,gta,GTA V,2015-04-14,80
NYC,2015-07-03,4,redlight,31.0,post,gta,GTA V,2015-04-14,80
NYC,2015-07-03,4,unknown,12.0,post,gta,GTA V,2015-04-14,80
NYC,2015-07-04,5,redlight,15.0,post,gta,GTA V,2015-04-14,81
NYC,2015-07-04,5,unknown,6.0,post,gta,GTA V,2015-04-14,81
NYC,2015-07-05,6,other,3.0,post,gta,GTA V,2015-04-14,82
NYC,2015-07-05,6,redlight,25.0,post,gta,GTA V,2015-04-14,82
NYC,2015-07-05,6,unknown,6.0,post,gta,GTA V,2015-04-14,82
NYC,2015-07-06,0,other,13.0,post,gta,GTA V,2015-04-14,83
NYC,2015-07-06,0,redlight,22.0,post,gta,GTA V,2015-04-14,83
NYC,2015-07-06,0,unknown,27.0,post,gta,GTA V,2015-04-14,83
NYC,2015-07-07,1,other,7.0,post,gta,GTA V,2015-04-14,84
NYC,2015-07-07,1,redlight,24.0,post,gta,GTA V,2015-04-14,84
NYC,2015-07-07,1,speed,1.0,post,gta,GTA V,2015-04-14,84
NYC,2015-07-07,1,unknown,38.0,post,gta,GTA V,2015-04-14,84
NYC,2015-07-08,2,other,10.0,post,gta,GTA V,2015-04-14,85
NYC,2015-07-08,2,redlight,29.0,post,gta,GTA V,2015-04-14,85
NYC,2015-07-08,2,speed,1.0,post,gta,GTA V,2015-04-14,85
NYC,2015-07-08,2,unknown,28.0,post,gta,GTA V,2015-04-14,85
NYC,2015-07-09,3,other,18.0,post,gta,GTA V,2015-04-14,86
NYC,2015-07-09,3,redlight,13.0,post,gta,GTA V,2015-04-14,86
NYC,2015-07-09,3,speed,1.0,post,gta,GTA V,2015-04-14,86
NYC,2015-07-09,3,unknown,18.0,post,gta,GTA V,2015-04-14,86
NYC,2015-07-10,4,other,11.0,post,gta,GTA V,2015-04-14,87
NYC,2015-07-10,4,redlight,42.0,post,gta,GTA V,2015-04-14,87
NYC,2015-07-10,4,speed,1.0,post,gta,GTA V,2015-04-14,87
NYC,2015-07-10,4,unknown,40.0,post,gta,GTA V,2015-04-14,87
NYC,2015-07-11,5,other,10.0,post,gta,GTA V,2015-04-14,88
NYC,2015-07-11,5,redlight,35.0,post,gta,GTA V,2015-04-14,88
NYC,2015-07-11,5,unknown,14.0,post,gta,GTA V,2015-04-14,88
NYC,2014-03-03,0,other,5.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-42
NYC,2014-03-03,0,redlight,1.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-42
NYC,2014-03-03,0,unknown,4.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-42
NYC,2014-03-04,1,other,3.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-41
NYC,2014-03-04,1,redlight,12.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-41
NYC,2014-03-04,1,unknown,8.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-41
NYC,2014-03-05,2,other,4.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-40
NYC,2014-03-05,2,redlight,3.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-40
NYC,2014-03-05,2,unknown,8.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-40
NYC,2014-03-06,3,other,3.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-39
NYC,2014-03-06,3,redlight,3.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-39
NYC,2014-03-06,3,unknown,6.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-39
NYC,2014-03-07,4,other,5.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-38
NYC,2014-03-07,4,redlight,8.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-38
NYC,2014-03-07,4,unknown,7.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-38
NYC,2014-03-08,5,redlight,11.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-37
NYC,2014-03-08,5,unknown,5.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-37
NYC,2014-03-09,6,other,3.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-36
NYC,2014-03-09,6,redlight,9.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-36
NYC,2014-03-09,6,unknown,1.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-36
NYC,2014-03-10,0,other,4.0,pre,reference,GTA V_ref_-1yr,2014-04-14,-35
