city,date,hour,day_of_week,violation_type,count
NYC,2010-01-01,1.0,4,redlight,2
NYC,2010-01-01,6.0,4,redlight,1
NYC,2010-01-01,21.0,4,redlight,1
NYC,2010-01-02,23.0,5,redlight,2
NYC,2010-01-03,13.0,6,redlight,1
NYC,2010-01-03,14.0,6,redlight,1
NYC,2010-01-03,20.0,6,redlight,1
NYC,2010-01-04,9.0,0,redlight,2
NYC,2010-01-04,11.0,0,redlight,1
NYC,2010-01-04,19.0,0,redlight,1
NYC,2010-01-05,10.0,1,redlight,1
NYC,2010-01-05,15.0,1,redlight,2
NYC,2010-01-05,19.0,1,redlight,2
NYC,2010-01-06,11.0,2,other,1
NYC,2010-01-06,14.0,2,redlight,1
NYC,2010-01-06,22.0,2,redlight,1
NYC,2010-01-07,6.0,3,redlight,2
NYC,2010-01-08,16.0,4,other,1
NYC,2010-01-09,10.0,5,redlight,1
NYC,2010-01-09,13.0,5,redlight,1
NYC,2010-01-09,14.0,5,redlight,2
NYC,2010-01-09,15.0,5,redlight,2
NYC,2010-01-10,2.0,6,other,1
NYC,2010-01-10,4.0,6,redlight,1
NYC,2010-01-11,17.0,0,other,1
NYC,2010-01-11,17.0,0,redlight,1
NYC,2010-01-13,9.0,2,redlight,1
NYC,2010-01-13,11.0,2,other,1
NYC,2010-01-13,15.0,2,redlight,2
NYC,2010-01-13,17.0,2,other,1
NYC,2010-01-14,15.0,3,redlight,1
NYC,2010-01-14,17.0,3,other,1
NYC,2010-01-14,17.0,3,redlight,2
NYC,2010-01-14,19.0,3,other,1
NYC,2010-01-14,23.0,3,redlight,2
NYC,2010-01-15,8.0,4,redlight,2
NYC,2010-01-15,11.0,4,redlight,1
NYC,2010-01-15,16.0,4,redlight,1
NYC,2010-01-15,17.0,4,redlight,1
NYC,2010-01-16,6.0,5,redlight,2
NYC,2010-01-16,7.0,5,other,1
NYC,2010-01-16,10.0,5,redlight,2
NYC,2010-01-16,14.0,5,redlight,2
NYC,2010-01-17,14.0,6,redlight,2
NYC,2010-01-17,15.0,6,redlight,1
NYC,2010-01-17,17.0,6,redlight,2
NYC,2010-01-17,18.0,6,redlight,1
NYC,2010-01-18,2.0,0,redlight,2
NYC,2010-01-18,13.0,0,redlight,3
NYC,2010-01-18,21.0,0,redlight,2
NYC,2010-01-19,6.0,1,redlight,2
NYC,2010-01-19,16.0,1,redlight,1
NYC,2010-01-19,18.0,1,redlight,1
NYC,2010-01-19,21.0,1,other,1
NYC,2010-01-19,21.0,1,redlight,2
NYC,2010-01-20,7.0,2,redlight,3
NYC,2010-01-20,8.0,2,redlight,2
NYC,2010-01-20,13.0,2,redlight,1
NYC,2010-01-20,14.0,2,redlight,1
NYC,2010-01-20,23.0,2,redlight,1
NYC,2010-01-21,11.0,3,other,1
NYC,2010-01-21,15.0,3,redlight,3
NYC,2010-01-21,19.0,3,redlight,2
NYC,2010-01-22,18.0,4,other,1
NYC,2010-01-23,0.0,5,redlight,1
NYC,2010-01-23,1.0,5,redlight,1
NYC,2010-01-23,10.0,5,other,1
NYC,2010-01-23,12.0,5,redlight,2
NYC,2010-01-23,15.0,5,redlight,1
NYC,2010-01-24,5.0,6,redlight,2
NYC,2010-01-24,6.0,6,redlight,2
NYC,2010-01-25,6.0,0,other,1
NYC,2010-01-25,19.0,0,redlight,1
NYC,2010-01-26,0.0,1,redlight,1
NYC,2010-01-26,3.0,1,redlight,2
NYC,2010-01-27,11.0,2,other,1
NYC,2010-01-27,14.0,2,redlight,1
NYC,2010-01-27,15.0,2,redlight,3
NYC,2010-01-27,23.0,2,redlight,1
NYC,2010-01-28,7.0,3,redlight,2
NYC,2010-01-28,10.0,3,redlight,1
NYC,2010-01-28,11.0,3,redlight,4
NYC,2010-01-28,14.0,3,other,1
NYC,2010-01-28,14.0,3,redlight,1
NYC,2010-01-29,10.0,4,other,1
NYC,2010-01-29,10.0,4,redlight,2
NYC,2010-01-29,11.0,4,other,1
NYC,2010-01-29,15.0,4,redlight,3
NYC,2010-01-29,22.0,4,redlight,1
NYC,2010-01-30,1.0,5,redlight,1
NYC,2010-01-30,9.0,5,redlight,1
NYC,2010-01-30,11.0,5,redlight,2
NYC,2010-01-30,18.0,5,redlight,2
NYC,2010-01-30,19.0,5,redlight,1
NYC,2010-01-31,2.0,6,redlight,2
NYC,2010-01-31,10.0,6,redlight,2
NYC,2010-01-31,19.0,6,redlight,1
NYC,2010-02-01,5.0,0,redlight,2
NYC,2010-02-01,8.0,0,redlight,1
NYC,2010-02-01,11.0,0,redlight,2
NYC,2010-02-01,15.0,0,redlight,1
NYC,2010-02-01,18.0,0,other,1
NYC,2010-02-02,8.0,1,other,1
NYC,2010-02-02,13.0,1,other,1
NYC,2010-02-02,15.0,1,other,1
NYC,2010-02-02,17.0,1,redlight,2
NYC,2010-02-03,11.0,2,other,1
NYC,2010-02-03,11.0,2,redlight,1
NYC,2010-02-03,20.0,2,redlight,1
NYC,2010-02-04,1.0,3,other,1
NYC,2010-02-04,1.0,3,redlight,1
NYC,2010-02-04,14.0,3,redlight,2
NYC,2010-02-04,16.0,3,redlight,1
NYC,2010-02-05,0.0,4,other,1
NYC,2010-02-05,9.0,4,redlight,1
NYC,2010-02-05,13.0,4,redlight,1
NYC,2010-02-05,14.0,4,other,1
NYC,2010-02-06,16.0,5,redlight,2
NYC,2010-02-06,20.0,5,redlight,2
NYC,2010-02-07,8.0,6,other,1
NYC,2010-02-07,12.0,6,redlight,2
NYC,2010-02-07,14.0,6,redlight,2
NYC,2010-02-08,16.0,0,redlight,3
NYC,2010-02-09,12.0,1,other,1
NYC,2010-02-09,14.0,1,redlight,1
NYC,2010-02-09,17.0,1,other,1
NYC,2010-02-10,0.0,2,redlight,2
NYC,2010-02-11,8.0,3,redlight,2
NYC,2010-02-11,11.0,3,redlight,1
NYC,2010-02-11,14.0,3,redlight,1
NYC,2010-02-11,18.0,3,redlight,4
NYC,2010-02-11,21.0,3,redlight,2
NYC,2010-02-12,0.0,4,redlight,2
NYC,2010-02-12,6.0,4,other,1
NYC,2010-02-12,8.0,4,other,1
NYC,2010-02-12,16.0,4,redlight,2
NYC,2010-02-12,21.0,4,redlight,1
NYC,2010-02-13,1.0,5,redlight,1
NYC,2010-02-13,11.0,5,redlight,2
NYC,2010-02-13,15.0,5,redlight,1
NYC,2010-02-14,15.0,6,redlight,2
NYC,2010-02-14,16.0,6,redlight,2
NYC,2010-02-15,0.0,0,redlight,2
NYC,2010-02-15,5.0,0,redlight,2
NYC,2010-02-15,17.0,0,redlight,2
NYC,2010-02-16,8.0,1,other,1
NYC,2010-02-16,12.0,1,redlight,2
NYC,2010-02-16,15.0,1,redlight,2
NYC,2010-02-17,10.0,2,other,1
NYC,2010-02-17,12.0,2,redlight,2
NYC,2010-02-17,20.0,2,redlight,2
NYC,2010-02-17,21.0,2,redlight,2
NYC,2010-02-18,7.0,3,redlight,2
NYC,2010-02-18,8.0,3,other,1
NYC,2010-02-18,8.0,3,redlight,1
NYC,2010-02-18,22.0,3,redlight,2
NYC,2010-02-19,10.0,4,redlight,1
NYC,2010-02-19,13.0,4,redlight,2
NYC,2010-02-19,17.0,4,redlight,2
NYC,2010-02-19,19.0,4,redlight,1
NYC,2010-02-20,5.0,5,redlight,2
NYC,2010-02-20,12.0,5,redlight,1
NYC,2010-02-20,17.0,5,redlight,2
NYC,2010-02-20,18.0,5,other,1
NYC,2010-02-20,21.0,5,redlight,2
NYC,2010-02-20,23.0,5,redlight,3
NYC,2010-02-21,14.0,6,other,1
NYC,2010-02-22,0.0,0,redlight,2
NYC,2010-02-22,7.0,0,redlight,2
NYC,2010-02-22,9.0,0,other,2
NYC,2010-02-22,11.0,0,other,1
NYC,2010-02-22,12.0,0,other,1
NYC,2010-02-22,21.0,0,other,1
NYC,2010-02-23,10.0,1,other,1
NYC,2010-02-24,11.0,2,redlight,1
NYC,2010-02-24,21.0,2,redlight,2
NYC,2010-02-25,6.0,3,redlight,1
NYC,2010-02-25,7.0,3,other,1
NYC,2010-02-25,15.0,3,redlight,1
NYC,2010-02-26,15.0,4,redlight,2
NYC,2010-02-26,22.0,4,redlight,2
NYC,2010-02-27,12.0,5,other,1
NYC,2010-02-27,21.0,5,redlight,1
NYC,2010-02-28,8.0,6,redlight,2
NYC,2010-02-28,15.0,6,redlight,2
NYC,2010-03-01,9.0,0,redlight,1
NYC,2010-03-01,11.0,0,redlight,1
NYC,2010-03-01,18.0,0,redlight,3
NYC,2010-03-02,11.0,1,redlight,2
NYC,2010-03-03,4.0,2,other,1
NYC,2010-03-03,20.0,2,redlight,1
NYC,2010-03-04,9.0,3,redlight,4
NYC,2010-03-04,14.0,3,redlight,4
NYC,2010-03-04,15.0,3,redlight,2
NYC,2010-03-04,16.0,3,redlight,2
NYC,2010-03-05,7.0,4,redlight,1
NYC,2010-03-05,9.0,4,redlight,2
NYC,2010-03-05,12.0,4,redlight,1
NYC,2010-03-05,21.0,4,redlight,1
NYC,2010-03-06,6.0,5,redlight,2
NYC,2010-03-06,9.0,5,redlight,1
NYC,2010-03-06,12.0,5,redlight,3
NYC,2010-03-06,13.0,5,redlight,1
NYC,2010-03-06,14.0,5,redlight,1
NYC,2010-03-07,9.0,6,redlight,1
NYC,2010-03-07,11.0,6,redlight,2
NYC,2010-03-08,8.0,0,other,1
NYC,2010-03-08,10.0,0,other,1
NYC,2010-03-08,14.0,0,redlight,2
NYC,2010-03-08,18.0,0,redlight,2
NYC,2010-03-09,11.0,1,redlight,2
NYC,2010-03-10,9.0,2,redlight,1
NYC,2010-03-10,10.0,2,redlight,1
NYC,2010-03-10,11.0,2,redlight,2
NYC,2010-03-11,8.0,3,redlight,1
NYC,2010-03-11,9.0,3,redlight,2
NYC,2010-03-11,11.0,3,other,1
NYC,2010-03-11,22.0,3,redlight,2
NYC,2010-03-12,0.0,4,other,1
NYC,2010-03-12,0.0,4,redlight,2
NYC,2010-03-12,14.0,4,other,1
NYC,2010-03-12,15.0,4,redlight,1
NYC,2010-03-12,20.0,4,other,1
NYC,2010-03-12,22.0,4,redlight,1
NYC,2010-03-13,16.0,5,redlight,1
NYC,2010-03-14,8.0,6,other,1
NYC,2010-03-14,16.0,6,redlight,2
NYC,2010-03-14,17.0,6,redlight,2
NYC,2010-03-15,7.0,0,redlight,1
NYC,2010-03-15,10.0,0,other,1
NYC,2010-03-16,0.0,1,redlight,3
NYC,2010-03-16,10.0,1,redlight,1
NYC,2010-03-16,19.0,1,redlight,1
NYC,2010-03-16,21.0,1,redlight,1
NYC,2010-03-17,12.0,2,redlight,4
NYC,2010-03-17,14.0,2,redlight,1
NYC,2010-03-17,15.0,2,redlight,1
NYC,2010-03-17,16.0,2,redlight,1
NYC,2010-03-18,4.0,3,redlight,1
NYC,2010-03-18,5.0,3,redlight,2
NYC,2010-03-18,11.0,3,other,1
NYC,2010-03-18,11.0,3,redlight,2
NYC,2010-03-18,12.0,3,redlight,2
NYC,2010-03-18,14.0,3,redlight,2
NYC,2010-03-18,20.0,3,redlight,3
NYC,2010-03-19,8.0,4,other,1
NYC,2010-03-19,15.0,4,redlight,1
NYC,2010-03-20,0.0,5,redlight,2
NYC,2010-03-20,13.0,5,redlight,2
NYC,2010-03-21,10.0,6,other,3
NYC,2010-03-21,10.0,6,redlight,1
NYC,2010-03-21,17.0,6,redlight,3
NYC,2010-03-22,8.0,0,redlight,1
NYC,2010-03-22,12.0,0,redlight,2
NYC,2010-03-22,15.0,0,redlight,3
NYC,2010-03-23,8.0,1,other,1
NYC,2010-03-23,12.0,1,redlight,1
NYC,2010-03-23,15.0,1,redlight,3
NYC,2010-03-24,15.0,2,redlight,2
NYC,2010-03-24,22.0,2,redlight,1
NYC,2010-03-25,12.0,3,other,1
NYC,2010-03-25,14.0,3,other,1
NYC,2010-03-25,16.0,3,other,1
NYC,2010-03-25,17.0,3,redlight,1
NYC,2010-03-26,8.0,4,other,1
NYC,2010-03-26,11.0,4,redlight,2
NYC,2010-03-26,12.0,4,redlight,1
NYC,2010-03-26,15.0,4,redlight,3
NYC,2010-03-26,22.0,4,redlight,2
NYC,2010-03-27,2.0,5,redlight,1
NYC,2010-03-27,13.0,5,redlight,1
NYC,2010-03-27,15.0,5,redlight,1
NYC,2010-03-28,12.0,6,redlight,3
NYC,2010-03-28,16.0,6,redlight,2
NYC,2010-03-29,4.0,0,redlight,2
NYC,2010-03-29,11.0,0,other,1
NYC,2010-03-29,15.0,0,redlight,1
NYC,2010-03-29,17.0,0,redlight,2
NYC,2010-03-30,1.0,1,redlight,2
NYC,2010-03-30,17.0,1,redlight,3
NYC,2010-03-30,18.0,1,redlight,1
NYC,2010-03-31,10.0,2,other,1
NYC,2010-03-31,16.0,2,redlight,1
NYC,2010-04-01,10.0,3,other,2
NYC,2010-04-01,13.0,3,redlight,1
NYC,2010-04-01,18.0,3,redlight,2
NYC,2010-04-01,23.0,3,redlight,1
NYC,2010-04-02,4.0,4,redlight,1
NYC,2010-04-02,9.0,4,redlight,1
NYC,2010-04-02,10.0,4,redlight,1
NYC,2010-04-02,12.0,4,redlight,1
NYC,2010-04-02,13.0,4,redlight,1
NYC,2010-04-02,17.0,4,redlight,4
NYC,2010-04-02,22.0,4,redlight,1
NYC,2010-04-03,2.0,5,redlight,1
NYC,2010-04-03,8.0,5,other,1
NYC,2010-04-03,10.0,5,other,1
NYC,2010-04-03,11.0,5,redlight,1
NYC,2010-04-04,0.0,6,redlight,2
NYC,2010-04-04,16.0,6,redlight,3
NYC,2010-04-05,8.0,0,other,1
NYC,2010-04-05,13.0,0,redlight,1
NYC,2010-04-05,16.0,0,redlight,2
NYC,2010-04-06,9.0,1,redlight,1
NYC,2010-04-06,10.0,1,other,1
NYC,2010-04-06,13.0,1,redlight,1
NYC,2010-04-07,0.0,2,other,1
NYC,2010-04-07,2.0,2,other,1
NYC,2010-04-07,14.0,2,redlight,1
NYC,2010-04-07,17.0,2,redlight,2
NYC,2010-04-08,8.0,3,other,1
NYC,2010-04-08,9.0,3,other,1
NYC,2010-04-08,9.0,3,redlight,1
NYC,2010-04-08,13.0,3,redlight,1
NYC,2010-04-08,16.0,3,redlight,2
NYC,2010-04-08,17.0,3,redlight,2
NYC,2010-04-09,6.0,4,redlight,1
NYC,2010-04-09,13.0,4,other,2
NYC,2010-04-09,14.0,4,other,1
NYC,2010-04-09,15.0,4,redlight,2
NYC,2010-04-09,18.0,4,redlight,1
NYC,2010-04-09,23.0,4,redlight,1
NYC,2010-04-11,12.0,6,redlight,3
NYC,2010-04-11,15.0,6,redlight,1
NYC,2010-04-11,19.0,6,redlight,2
NYC,2010-04-12,14.0,0,redlight,1
NYC,2010-04-12,16.0,0,redlight,2
NYC,2010-04-13,8.0,1,redlight,2
NYC,2010-04-13,9.0,1,redlight,1
NYC,2010-04-13,10.0,1,other,1
NYC,2010-04-14,9.0,2,other,1
NYC,2010-04-14,15.0,2,redlight,1
NYC,2010-04-14,16.0,2,redlight,1
NYC,2010-04-14,17.0,2,redlight,2
NYC,2010-04-14,21.0,2,redlight,1
NYC,2010-04-15,8.0,3,other,1
NYC,2010-04-15,8.0,3,redlight,1
NYC,2010-04-16,2.0,4,redlight,1
NYC,2010-04-16,6.0,4,redlight,2
NYC,2010-04-16,8.0,4,redlight,1
NYC,2010-04-16,9.0,4,other,1
NYC,2010-04-16,16.0,4,redlight,2
NYC,2010-04-16,19.0,4,redlight,1
NYC,2010-04-16,20.0,4,redlight,1
NYC,2010-04-16,23.0,4,redlight,1
NYC,2010-04-17,4.0,5,redlight,2
NYC,2010-04-17,7.0,5,redlight,1
NYC,2010-04-17,9.0,5,other,1
NYC,2010-04-18,11.0,6,redlight,1
NYC,2010-04-18,19.0,6,redlight,1
NYC,2010-04-18,21.0,6,redlight,1
NYC,2010-04-19,12.0,0,redlight,1
NYC,2010-04-19,15.0,0,other,1
NYC,2010-04-19,17.0,0,redlight,4
NYC,2010-04-19,23.0,0,redlight,2
NYC,2010-04-20,8.0,1,redlight,1
NYC,2010-04-20,10.0,1,redlight,1
NYC,2010-04-20,11.0,1,redlight,2
NYC,2010-04-20,13.0,1,other,1
NYC,2010-04-21,3.0,2,redlight,2
NYC,2010-04-21,6.0,2,redlight,1
NYC,2010-04-21,7.0,2,redlight,1
NYC,2010-04-21,12.0,2,other,1
NYC,2010-04-21,12.0,2,redlight,1
NYC,2010-04-21,13.0,2,redlight,1
NYC,2010-04-21,15.0,2,other,1
NYC,2010-04-21,17.0,2,redlight,1
NYC,2010-04-21,19.0,2,redlight,1
NYC,2010-04-22,7.0,3,redlight,1
NYC,2010-04-22,11.0,3,redlight,1
NYC,2010-04-22,12.0,3,other,1
NYC,2010-04-22,19.0,3,redlight,1
NYC,2010-04-22,21.0,3,other,1
NYC,2010-04-23,5.0,4,redlight,1
NYC,2010-04-23,10.0,4,redlight,2
NYC,2010-04-23,11.0,4,redlight,1
NYC,2010-04-23,13.0,4,redlight,2
NYC,2010-04-23,20.0,4,redlight,1
NYC,2010-04-24,7.0,5,redlight,1
NYC,2010-04-24,19.0,5,redlight,2
NYC,2010-04-25,11.0,6,redlight,1
NYC,2010-04-25,15.0,6,redlight,1
NYC,2010-04-25,16.0,6,redlight,2
NYC,2010-04-25,21.0,6,redlight,1
NYC,2010-04-25,22.0,6,redlight,2
NYC,2010-04-26,15.0,0,other,1
NYC,2010-04-26,19.0,0,redlight,1
NYC,2010-04-27,7.0,1,redlight,1
NYC,2010-04-27,10.0,1,redlight,1
NYC,2010-04-27,16.0,1,redlight,2
NYC,2010-04-28,9.0,2,redlight,2
NYC,2010-04-28,12.0,2,redlight,1
NYC,2010-04-28,15.0,2,redlight,1
NYC,2010-04-28,16.0,2,redlight,1
NYC,2010-04-28,17.0,2,redlight,1
NYC,2010-04-28,18.0,2,other,1
NYC,2010-04-29,11.0,3,redlight,1
NYC,2010-04-29,13.0,3,redlight,1
NYC,2010-04-29,23.0,3,redlight,1
NYC,2010-04-30,11.0,4,redlight,2
NYC,2010-04-30,13.0,4,redlight,1
NYC,2010-04-30,14.0,4,redlight,1
NYC,2010-04-30,17.0,4,redlight,1
NYC,2010-04-30,23.0,4,other,1
NYC,2010-05-01,11.0,5,redlight,1
NYC,2010-05-01,18.0,5,redlight,1
NYC,2010-05-01,19.0,5,redlight,2
NYC,2010-05-02,9.0,6,redlight,1
NYC,2010-05-02,18.0,6,redlight,3
NYC,2010-05-02,20.0,6,redlight,1
NYC,2010-05-02,21.0,6,redlight,1
NYC,2010-05-03,0.0,0,redlight,2
NYC,2010-05-03,7.0,0,redlight,1
NYC,2010-05-03,12.0,0,redlight,1
NYC,2010-05-03,13.0,0,other,1
NYC,2010-05-04,6.0,1,other,1
NYC,2010-05-04,8.0,1,redlight,1
NYC,2010-05-04,11.0,1,redlight,1
NYC,2010-05-04,14.0,1,redlight,1
NYC,2010-05-04,17.0,1,redlight,1
NYC,2010-05-04,18.0,1,redlight,1
NYC,2010-05-04,22.0,1,redlight,2
NYC,2010-05-05,3.0,2,redlight,1
NYC,2010-05-05,8.0,2,redlight,1
NYC,2010-05-05,12.0,2,redlight,4
NYC,2010-05-05,22.0,2,redlight,1
NYC,2010-05-06,7.0,3,other,1
NYC,2010-05-06,7.0,3,redlight,1
NYC,2010-05-06,10.0,3,other,1
NYC,2010-05-06,15.0,3,redlight,2
NYC,2010-05-06,16.0,3,redlight,1
NYC,2010-05-06,17.0,3,redlight,1
NYC,2010-05-06,23.0,3,redlight,2
NYC,2010-05-07,11.0,4,other,1
NYC,2010-05-07,14.0,4,redlight,1
NYC,2010-05-07,16.0,4,other,1
NYC,2010-05-07,18.0,4,redlight,1
NYC,2010-05-07,23.0,4,redlight,1
NYC,2010-05-08,1.0,5,redlight,1
NYC,2010-05-08,7.0,5,redlight,1
NYC,2010-05-08,8.0,5,other,1
NYC,2010-05-08,13.0,5,redlight,1
NYC,2010-05-08,15.0,5,redlight,2
NYC,2010-05-08,16.0,5,redlight,1
NYC,2010-05-08,19.0,5,redlight,4
NYC,2010-05-08,20.0,5,redlight,1
NYC,2010-05-08,21.0,5,redlight,1
NYC,2010-05-09,1.0,6,redlight,1
NYC,2010-05-09,6.0,6,redlight,1
NYC,2010-05-09,8.0,6,other,1
NYC,2010-05-09,11.0,6,redlight,2
NYC,2010-05-09,13.0,6,redlight,1
NYC,2010-05-09,15.0,6,redlight,1
NYC,2010-05-09,17.0,6,redlight,5
NYC,2010-05-09,22.0,6,redlight,1
NYC,2010-05-10,10.0,0,redlight,1
NYC,2010-05-10,12.0,0,redlight,1
NYC,2010-05-10,14.0,0,redlight,1
NYC,2010-05-10,17.0,0,redlight,1
NYC,2010-05-10,20.0,0,redlight,3
NYC,2010-05-11,0.0,1,redlight,1
NYC,2010-05-11,4.0,1,redlight,1
NYC,2010-05-11,11.0,1,redlight,3
NYC,2010-05-12,5.0,2,redlight,1
NYC,2010-05-12,9.0,2,redlight,1
NYC,2010-05-12,10.0,2,other,1
NYC,2010-05-12,12.0,2,redlight,1
NYC,2010-05-12,18.0,2,redlight,2
NYC,2010-05-12,23.0,2,redlight,1
NYC,2010-05-13,7.0,3,redlight,1
NYC,2010-05-13,12.0,3,redlight,1
NYC,2010-05-13,17.0,3,redlight,1
NYC,2010-05-13,18.0,3,redlight,1
NYC,2010-05-13,21.0,3,redlight,1
NYC,2010-05-14,6.0,4,other,1
NYC,2010-05-14,10.0,4,other,1
NYC,2010-05-14,18.0,4,redlight,3
NYC,2010-05-15,9.0,5,redlight,1
NYC,2010-05-15,20.0,5,redlight,1
NYC,2010-05-15,22.0,5,redlight,1
NYC,2010-05-16,1.0,6,redlight,1
NYC,2010-05-16,3.0,6,redlight,2
NYC,2010-05-16,4.0,6,redlight,2
NYC,2010-05-16,12.0,6,redlight,1
NYC,2010-05-16,13.0,6,redlight,1
NYC,2010-05-16,16.0,6,redlight,2
NYC,2010-05-16,19.0,6,redlight,1
NYC,2010-05-17,3.0,0,redlight,1
NYC,2010-05-17,8.0,0,other,1
NYC,2010-05-17,13.0,0,other,1
NYC,2010-05-17,15.0,0,redlight,1
NYC,2010-05-17,16.0,0,redlight,1
NYC,2010-05-18,6.0,1,other,2
NYC,2010-05-18,11.0,1,redlight,2
NYC,2010-05-18,15.0,1,redlight,1
NYC,2010-05-18,20.0,1,redlight,2
NYC,2010-05-19,5.0,2,redlight,2
NYC,2010-05-19,9.0,2,other,1
NYC,2010-05-19,10.0,2,other,2
NYC,2010-05-19,11.0,2,redlight,2
NYC,2010-05-19,12.0,2,redlight,2
NYC,2010-05-19,13.0,2,other,1
NYC,2010-05-19,15.0,2,redlight,1
NYC,2010-05-19,19.0,2,redlight,1
NYC,2010-05-19,23.0,2,redlight,1
NYC,2010-05-20,2.0,3,redlight,1
NYC,2010-05-20,6.0,3,redlight,3
NYC,2010-05-20,14.0,3,redlight,1
NYC,2010-05-20,20.0,3,redlight,1
NYC,2010-05-21,3.0,4,other,1
NYC,2010-05-21,5.0,4,redlight,2
NYC,2010-05-21,7.0,4,redlight,1
NYC,2010-05-21,11.0,4,other,1
NYC,2010-05-21,12.0,4,redlight,1
NYC,2010-05-21,14.0,4,other,1
NYC,2010-05-21,15.0,4,redlight,2
NYC,2010-05-21,16.0,4,redlight,4
NYC,2010-05-21,18.0,4,redlight,1
NYC,2010-05-22,3.0,5,redlight,1
NYC,2010-05-22,4.0,5,redlight,1
NYC,2010-05-22,6.0,5,redlight,1
NYC,2010-05-22,10.0,5,redlight,1
NYC,2010-05-22,14.0,5,redlight,1
NYC,2010-05-22,15.0,5,redlight,2
NYC,2010-05-22,23.0,5,redlight,1
NYC,2010-05-23,1.0,6,redlight,1
NYC,2010-05-23,11.0,6,redlight,2
NYC,2010-05-23,15.0,6,redlight,2
NYC,2010-05-23,16.0,6,redlight,1
NYC,2010-05-24,2.0,0,redlight,1
NYC,2010-05-24,11.0,0,redlight,1
NYC,2010-05-24,12.0,0,redlight,1
NYC,2010-05-24,15.0,0,redlight,4
NYC,2010-05-25,5.0,1,redlight,1
NYC,2010-05-25,18.0,1,redlight,1
NYC,2010-05-25,20.0,1,redlight,2
NYC,2010-05-26,9.0,2,redlight,1
NYC,2010-05-27,0.0,3,redlight,1
NYC,2010-05-27,11.0,3,redlight,1
NYC,2010-05-27,21.0,3,redlight,2
NYC,2010-05-28,6.0,4,redlight,1
NYC,2010-05-28,12.0,4,redlight,1
NYC,2010-05-28,14.0,4,redlight,2
NYC,2010-05-28,22.0,4,redlight,2
NYC,2010-05-29,2.0,5,redlight,2
NYC,2010-05-29,3.0,5,redlight,2
NYC,2010-05-29,14.0,5,redlight,1
NYC,2010-05-29,15.0,5,redlight,2
NYC,2010-05-29,17.0,5,redlight,1
NYC,2010-05-29,18.0,5,redlight,3
NYC,2010-05-30,4.0,6,redlight,1
NYC,2010-05-30,10.0,6,redlight,5
NYC,2010-05-30,12.0,6,redlight,1
NYC,2010-05-30,14.0,6,redlight,2
NYC,2010-05-30,15.0,6,redlight,2
NYC,2010-05-31,3.0,0,redlight,1
NYC,2010-05-31,8.0,0,redlight,1
NYC,2010-05-31,21.0,0,redlight,2
NYC,2010-06-01,2.0,1,redlight,1
NYC,2010-06-01,7.0,1,redlight,2
NYC,2010-06-01,8.0,1,redlight,1
NYC,2010-06-01,14.0,1,redlight,2
NYC,2010-06-01,15.0,1,redlight,2
NYC,2010-06-01,16.0,1,redlight,2
NYC,2010-06-02,1.0,2,redlight,2
NYC,2010-06-02,10.0,2,redlight,2
NYC,2010-06-02,13.0,2,other,1
NYC,2010-06-03,7.0,3,redlight,2
NYC,2010-06-03,9.0,3,redlight,1
NYC,2010-06-03,12.0,3,redlight,1
NYC,2010-06-03,13.0,3,redlight,1
NYC,2010-06-04,7.0,4,other,1
NYC,2010-06-04,12.0,4,redlight,1
NYC,2010-06-04,14.0,4,redlight,1
NYC,2010-06-04,16.0,4,other,1
NYC,2010-06-04,16.0,4,redlight,1
NYC,2010-06-04,18.0,4,redlight,2
NYC,2010-06-04,20.0,4,redlight,2
NYC,2010-06-04,23.0,4,redlight,2
NYC,2010-06-05,3.0,5,redlight,1
NYC,2010-06-05,8.0,5,other,1
NYC,2010-06-05,12.0,5,redlight,1
NYC,2010-06-05,19.0,5,redlight,1
NYC,2010-06-05,21.0,5,redlight,2
NYC,2010-06-06,0.0,6,redlight,2
NYC,2010-06-06,15.0,6,redlight,2
NYC,2010-06-06,20.0,6,redlight,2
NYC,2010-06-06,21.0,6,redlight,1
NYC,2010-06-07,2.0,0,redlight,1
NYC,2010-06-07,9.0,0,redlight,1
NYC,2010-06-07,15.0,0,other,1
NYC,2010-06-07,18.0,0,other,1
NYC,2010-06-07,18.0,0,redlight,2
NYC,2010-06-07,19.0,0,other,1
NYC,2010-06-07,20.0,0,redlight,1
NYC,2010-06-07,21.0,0,redlight,2
NYC,2010-06-07,23.0,0,redlight,2
NYC,2010-06-08,8.0,1,redlight,2
NYC,2010-06-08,11.0,1,other,1
NYC,2010-06-08,13.0,1,redlight,2
NYC,2010-06-08,15.0,1,redlight,2
NYC,2010-06-08,17.0,1,redlight,2
NYC,2010-06-09,3.0,2,redlight,1
NYC,2010-06-09,5.0,2,redlight,1
NYC,2010-06-09,13.0,2,other,1
NYC,2010-06-09,13.0,2,redlight,1
NYC,2010-06-09,14.0,2,redlight,2
NYC,2010-06-09,17.0,2,redlight,2
NYC,2010-06-09,19.0,2,redlight,3
NYC,2010-06-09,21.0,2,redlight,2
NYC,2010-06-10,4.0,3,redlight,1
NYC,2010-06-10,7.0,3,redlight,1
NYC,2010-06-10,9.0,3,redlight,1
NYC,2010-06-10,10.0,3,redlight,1
NYC,2010-06-10,13.0,3,redlight,1
NYC,2010-06-11,9.0,4,other,1
NYC,2010-06-11,12.0,4,redlight,2
NYC,2010-06-11,13.0,4,redlight,1
