city,date,hour,day_of_week,violation_type,count
NYC,2015-11-16,13.0,0,redlight,1
NYC,2015-11-16,13.0,0,speed,1
NYC,2015-11-16,14.0,0,other,2
NYC,2015-11-16,14.0,0,redlight,4
NYC,2015-11-16,14.0,0,speed,1
NYC,2015-11-16,15.0,0,other,2
NYC,2015-11-16,15.0,0,redlight,6
NYC,2015-11-16,15.0,0,speed,1
NYC,2015-11-16,16.0,0,other,4
NYC,2015-11-16,16.0,0,redlight,4
NYC,2015-11-16,17.0,0,other,1
NYC,2015-11-16,17.0,0,redlight,5
NYC,2015-11-16,18.0,0,other,1
NYC,2015-11-16,18.0,0,redlight,3
NYC,2015-11-16,19.0,0,other,1
NYC,2015-11-16,19.0,0,redlight,2
NYC,2015-11-16,22.0,0,other,1
NYC,2015-11-16,22.0,0,redlight,4
NYC,2015-11-17,5.0,1,redlight,4
NYC,2015-11-17,7.0,1,other,2
NYC,2015-11-17,7.0,1,redlight,1
NYC,2015-11-17,7.0,1,speed,1
NYC,2015-11-17,8.0,1,other,8
NYC,2015-11-17,8.0,1,redlight,4
NYC,2015-11-17,8.0,1,speed,2
NYC,2015-11-17,9.0,1,other,5
NYC,2015-11-17,9.0,1,redlight,5
NYC,2015-11-17,9.0,1,speed,4
NYC,2015-11-17,10.0,1,other,4
NYC,2015-11-17,11.0,1,other,4
NYC,2015-11-17,11.0,1,redlight,1
NYC,2015-11-17,12.0,1,other,1
NYC,2015-11-17,12.0,1,redlight,2
NYC,2015-11-17,13.0,1,other,2
NYC,2015-11-17,13.0,1,redlight,4
NYC,2015-11-17,13.0,1,speed,2
NYC,2015-11-17,14.0,1,redlight,8
NYC,2015-11-17,14.0,1,speed,1
NYC,2015-11-17,15.0,1,other,3
NYC,2015-11-17,15.0,1,redlight,3
NYC,2015-11-17,15.0,1,speed,1
NYC,2015-11-17,16.0,1,other,3
NYC,2015-11-17,16.0,1,redlight,4
NYC,2015-11-17,17.0,1,other,1
NYC,2015-11-17,17.0,1,redlight,2
NYC,2015-11-17,18.0,1,other,1
NYC,2015-11-17,18.0,1,redlight,5
NYC,2015-11-17,19.0,1,redlight,2
NYC,2015-11-17,20.0,1,redlight,1
NYC,2015-11-17,21.0,1,other,2
NYC,2015-11-17,21.0,1,redlight,1
NYC,2015-11-17,22.0,1,other,1
NYC,2015-11-17,23.0,1,redlight,4
NYC,2015-11-18,1.0,2,other,1
NYC,2015-11-18,2.0,2,other,1
NYC,2015-11-18,3.0,2,redlight,2
NYC,2015-11-18,4.0,2,redlight,2
NYC,2015-11-18,7.0,2,other,3
NYC,2015-11-18,7.0,2,speed,1
NYC,2015-11-18,8.0,2,other,3
NYC,2015-11-18,8.0,2,redlight,1
NYC,2015-11-18,9.0,2,other,3
NYC,2015-11-18,9.0,2,redlight,4
NYC,2015-11-18,10.0,2,other,2
NYC,2015-11-18,10.0,2,redlight,5
NYC,2015-11-18,11.0,2,other,2
NYC,2015-11-18,11.0,2,redlight,1
NYC,2015-11-18,11.0,2,speed,1
NYC,2015-11-18,12.0,2,other,2
NYC,2015-11-18,12.0,2,redlight,1
NYC,2015-11-18,13.0,2,other,2
NYC,2015-11-18,13.0,2,redlight,2
NYC,2015-11-18,13.0,2,speed,3
NYC,2015-11-18,14.0,2,other,1
NYC,2015-11-18,14.0,2,redlight,6
NYC,2015-11-18,14.0,2,speed,1
NYC,2015-11-18,15.0,2,other,4
NYC,2015-11-18,15.0,2,redlight,5
NYC,2015-11-18,16.0,2,other,1
NYC,2015-11-18,16.0,2,redlight,6
NYC,2015-11-18,17.0,2,other,4
NYC,2015-11-18,17.0,2,redlight,4
NYC,2015-11-18,18.0,2,other,1
NYC,2015-11-18,18.0,2,redlight,1
NYC,2015-11-18,19.0,2,redlight,6
NYC,2015-11-18,20.0,2,redlight,1
NYC,2015-11-18,22.0,2,redlight,3
NYC,2015-11-18,23.0,2,redlight,4
NYC,2015-11-19,0.0,3,redlight,2
NYC,2015-11-19,2.0,3,redlight,3
NYC,2015-11-19,6.0,3,redlight,3
NYC,2015-11-19,7.0,3,redlight,1
NYC,2015-11-19,8.0,3,other,1
NYC,2015-11-19,8.0,3,redlight,5
NYC,2015-11-19,9.0,3,other,2
NYC,2015-11-19,9.0,3,redlight,3
NYC,2015-11-19,9.0,3,speed,2
NYC,2015-11-19,10.0,3,other,3
NYC,2015-11-19,10.0,3,redlight,3
NYC,2015-11-19,10.0,3,speed,1
NYC,2015-11-19,11.0,3,other,7
NYC,2015-11-19,11.0,3,speed,1
NYC,2015-11-19,12.0,3,other,3
NYC,2015-11-19,13.0,3,redlight,3
NYC,2015-11-19,14.0,3,other,2
NYC,2015-11-19,14.0,3,redlight,3
NYC,2015-11-19,15.0,3,other,2
NYC,2015-11-19,15.0,3,redlight,2
NYC,2015-11-19,15.0,3,speed,1
NYC,2015-11-19,16.0,3,other,1
NYC,2015-11-19,16.0,3,redlight,1
NYC,2015-11-19,17.0,3,other,1
NYC,2015-11-19,17.0,3,redlight,2
NYC,2015-11-19,18.0,3,other,2
NYC,2015-11-19,18.0,3,redlight,3
NYC,2015-11-19,19.0,3,other,1
NYC,2015-11-19,19.0,3,redlight,3
NYC,2015-11-19,20.0,3,redlight,1
NYC,2015-11-19,21.0,3,redlight,2
NYC,2015-11-19,22.0,3,redlight,2
NYC,2015-11-19,23.0,3,redlight,1
NYC,2015-11-20,1.0,4,redlight,1
NYC,2015-11-20,2.0,4,redlight,2
NYC,2015-11-20,6.0,4,other,1
NYC,2015-11-20,6.0,4,redlight,3
NYC,2015-11-20,7.0,4,other,1
NYC,2015-11-20,7.0,4,redlight,1
NYC,2015-11-20,8.0,4,other,1
NYC,2015-11-20,8.0,4,redlight,2
NYC,2015-11-20,8.0,4,speed,2
NYC,2015-11-20,9.0,4,other,6
NYC,2015-11-20,9.0,4,redlight,4
NYC,2015-11-20,9.0,4,speed,1
NYC,2015-11-20,10.0,4,other,1
NYC,2015-11-20,10.0,4,redlight,4
NYC,2015-11-20,10.0,4,speed,2
NYC,2015-11-20,11.0,4,other,2
NYC,2015-11-20,11.0,4,redlight,2
NYC,2015-11-20,12.0,4,other,1
NYC,2015-11-20,12.0,4,redlight,2
NYC,2015-11-20,13.0,4,other,3
NYC,2015-11-20,13.0,4,redlight,6
NYC,2015-11-20,14.0,4,other,1
NYC,2015-11-20,14.0,4,redlight,2
NYC,2015-11-20,14.0,4,speed,1
NYC,2015-11-20,15.0,4,redlight,3
NYC,2015-11-20,16.0,4,redlight,4
NYC,2015-11-20,17.0,4,other,1
NYC,2015-11-20,18.0,4,other,1
NYC,2015-11-20,18.0,4,redlight,4
NYC,2015-11-20,19.0,4,other,1
NYC,2015-11-20,19.0,4,redlight,3
NYC,2015-11-20,20.0,4,redlight,3
NYC,2015-11-20,21.0,4,other,1
NYC,2015-11-20,21.0,4,redlight,1
NYC,2015-11-20,22.0,4,redlight,4
NYC,2015-11-21,0.0,5,redlight,2
NYC,2015-11-21,1.0,5,other,1
NYC,2015-11-21,1.0,5,redlight,2
NYC,2015-11-21,2.0,5,redlight,2
NYC,2015-11-21,3.0,5,redlight,3
NYC,2015-11-21,4.0,5,redlight,1
NYC,2015-11-21,5.0,5,other,1
NYC,2015-11-21,6.0,5,other,2
NYC,2015-11-21,6.0,5,redlight,2
NYC,2015-11-21,7.0,5,other,2
NYC,2015-11-21,7.0,5,redlight,4
NYC,2015-11-21,8.0,5,other,1
NYC,2015-11-21,8.0,5,redlight,2
NYC,2015-11-21,9.0,5,other,1
NYC,2015-11-21,9.0,5,redlight,4
NYC,2015-11-21,10.0,5,other,3
NYC,2015-11-21,10.0,5,redlight,3
NYC,2015-11-21,11.0,5,other,1
NYC,2015-11-21,11.0,5,redlight,7
NYC,2015-11-21,12.0,5,other,1
NYC,2015-11-21,12.0,5,redlight,3
NYC,2015-11-21,13.0,5,other,2
NYC,2015-11-21,13.0,5,redlight,5
NYC,2015-11-21,14.0,5,redlight,3
NYC,2015-11-21,15.0,5,other,1
NYC,2015-11-21,15.0,5,redlight,8
NYC,2015-11-21,16.0,5,redlight,1
NYC,2015-11-21,17.0,5,redlight,5
NYC,2015-11-21,18.0,5,redlight,4
NYC,2015-11-21,19.0,5,redlight,1
NYC,2015-11-21,20.0,5,other,1
NYC,2015-11-21,20.0,5,redlight,1
NYC,2015-11-21,22.0,5,other,1
NYC,2015-11-21,22.0,5,redlight,2
NYC,2015-11-21,23.0,5,redlight,1
NYC,2015-11-22,0.0,6,other,2
NYC,2015-11-22,0.0,6,redlight,6
NYC,2015-11-22,1.0,6,redlight,1
NYC,2015-11-22,3.0,6,redlight,2
NYC,2015-11-22,4.0,6,redlight,1
NYC,2015-11-22,6.0,6,other,1
NYC,2015-11-22,6.0,6,redlight,2
NYC,2015-11-22,7.0,6,other,2
NYC,2015-11-22,8.0,6,other,2
NYC,2015-11-22,8.0,6,redlight,4
NYC,2015-11-22,9.0,6,redlight,1
NYC,2015-11-22,10.0,6,redlight,6
NYC,2015-11-22,11.0,6,redlight,1
NYC,2015-11-22,12.0,6,other,1
NYC,2015-11-22,12.0,6,redlight,5
NYC,2015-11-22,13.0,6,redlight,3
NYC,2015-11-22,14.0,6,other,2
NYC,2015-11-22,14.0,6,redlight,1
NYC,2015-11-22,15.0,6,redlight,3
NYC,2015-11-22,16.0,6,redlight,2
NYC,2015-11-22,17.0,6,redlight,1
NYC,2015-11-22,18.0,6,redlight,1
NYC,2015-11-22,19.0,6,other,1
NYC,2015-11-22,19.0,6,redlight,3
NYC,2015-11-22,20.0,6,redlight,3
NYC,2015-11-22,21.0,6,redlight,4
NYC,2015-11-22,22.0,6,redlight,4
NYC,2015-11-23,1.0,0,redlight,1
NYC,2015-11-23,3.0,0,other,1
NYC,2015-11-23,7.0,0,other,1
NYC,2015-11-23,7.0,0,speed,4
NYC,2015-11-23,8.0,0,other,2
NYC,2015-11-23,8.0,0,redlight,2
NYC,2015-11-23,9.0,0,other,1
NYC,2015-11-23,9.0,0,redlight,2
NYC,2015-11-23,9.0,0,speed,1
NYC,2015-11-23,10.0,0,other,3
NYC,2015-11-23,10.0,0,redlight,5
NYC,2015-11-23,10.0,0,speed,2
NYC,2015-11-23,11.0,0,other,1
NYC,2015-11-23,11.0,0,speed,2
NYC,2015-11-23,12.0,0,other,3
NYC,2015-11-23,12.0,0,redlight,3
NYC,2015-11-23,12.0,0,speed,1
NYC,2015-11-23,13.0,0,other,7
NYC,2015-11-23,13.0,0,redlight,3
NYC,2015-11-23,13.0,0,speed,1
NYC,2015-11-23,14.0,0,other,8
NYC,2015-11-23,14.0,0,redlight,1
NYC,2015-11-23,14.0,0,speed,4
NYC,2015-11-23,15.0,0,other,5
NYC,2015-11-23,15.0,0,redlight,5
NYC,2015-11-23,16.0,0,other,3
NYC,2015-11-23,16.0,0,redlight,3
NYC,2015-11-23,16.0,0,speed,1
NYC,2015-11-23,17.0,0,other,3
NYC,2015-11-23,17.0,0,redlight,5
NYC,2015-11-23,18.0,0,redlight,5
NYC,2015-11-23,19.0,0,redlight,2
NYC,2015-11-23,20.0,0,redlight,3
NYC,2015-11-23,21.0,0,other,1
NYC,2015-11-23,21.0,0,redlight,5
NYC,2015-11-23,22.0,0,redlight,2
NYC,2015-11-24,3.0,1,other,2
NYC,2015-11-24,6.0,1,other,1
NYC,2015-11-24,7.0,1,other,2
NYC,2015-11-24,7.0,1,redlight,2
NYC,2015-11-24,7.0,1,speed,2
NYC,2015-11-24,8.0,1,other,1
NYC,2015-11-24,8.0,1,speed,2
NYC,2015-11-24,9.0,1,other,4
NYC,2015-11-24,9.0,1,redlight,1
NYC,2015-11-24,9.0,1,speed,1
NYC,2015-11-24,10.0,1,other,3
NYC,2015-11-24,10.0,1,redlight,5
NYC,2015-11-24,11.0,1,other,4
NYC,2015-11-24,11.0,1,redlight,8
NYC,2015-11-24,11.0,1,speed,1
NYC,2015-11-24,12.0,1,other,3
NYC,2015-11-24,12.0,1,redlight,3
NYC,2015-11-24,12.0,1,speed,2
NYC,2015-11-24,13.0,1,other,2
NYC,2015-11-24,13.0,1,redlight,6
NYC,2015-11-24,13.0,1,speed,1
NYC,2015-11-24,14.0,1,other,1
NYC,2015-11-24,14.0,1,redlight,1
NYC,2015-11-24,14.0,1,speed,2
NYC,2015-11-24,15.0,1,other,1
NYC,2015-11-24,15.0,1,redlight,3
NYC,2015-11-24,15.0,1,speed,1
NYC,2015-11-24,16.0,1,other,1
NYC,2015-11-24,16.0,1,redlight,2
NYC,2015-11-24,16.0,1,speed,1
NYC,2015-11-24,17.0,1,other,1
NYC,2015-11-24,17.0,1,redlight,1
NYC,2015-11-24,18.0,1,other,1
NYC,2015-11-24,18.0,1,redlight,5
NYC,2015-11-24,19.0,1,redlight,4
NYC,2015-11-24,20.0,1,redlight,4
NYC,2015-11-24,21.0,1,other,2
NYC,2015-11-24,21.0,1,redlight,3
NYC,2015-11-24,22.0,1,other,1
NYC,2015-11-24,22.0,1,redlight,3
NYC,2015-11-24,23.0,1,other,1
NYC,2015-11-25,0.0,2,redlight,2
NYC,2015-11-25,1.0,2,redlight,2
NYC,2015-11-25,6.0,2,redlight,2
NYC,2015-11-25,7.0,2,other,1
NYC,2015-11-25,7.0,2,redlight,2
NYC,2015-11-25,7.0,2,speed,1
NYC,2015-11-25,8.0,2,other,3
NYC,2015-11-25,8.0,2,redlight,3
NYC,2015-11-25,8.0,2,speed,3
NYC,2015-11-25,9.0,2,other,1
NYC,2015-11-25,9.0,2,redlight,2
NYC,2015-11-25,10.0,2,other,3
NYC,2015-11-25,10.0,2,redlight,5
NYC,2015-11-25,10.0,2,speed,1
NYC,2015-11-25,11.0,2,other,6
NYC,2015-11-25,11.0,2,redlight,5
NYC,2015-11-25,12.0,2,other,2
NYC,2015-11-25,12.0,2,redlight,6
NYC,2015-11-25,12.0,2,speed,2
NYC,2015-11-25,13.0,2,other,1
NYC,2015-11-25,13.0,2,redlight,5
NYC,2015-11-25,13.0,2,speed,1
NYC,2015-11-25,14.0,2,other,3
NYC,2015-11-25,14.0,2,redlight,1
NYC,2015-11-25,14.0,2,speed,1
NYC,2015-11-25,15.0,2,other,3
NYC,2015-11-25,15.0,2,redlight,9
NYC,2015-11-25,16.0,2,other,1
NYC,2015-11-25,16.0,2,redlight,5
NYC,2015-11-25,17.0,2,other,2
NYC,2015-11-25,17.0,2,redlight,1
NYC,2015-11-25,18.0,2,other,2
NYC,2015-11-25,18.0,2,redlight,1
NYC,2015-11-25,19.0,2,redlight,3
NYC,2015-11-25,20.0,2,redlight,4
NYC,2015-11-25,21.0,2,redlight,3
NYC,2015-11-25,22.0,2,redlight,5
NYC,2015-11-25,23.0,2,redlight,2
NYC,2015-11-26,0.0,3,redlight,1
NYC,2015-11-26,1.0,3,redlight,2
NYC,2015-11-26,3.0,3,other,1
NYC,2015-11-26,4.0,3,redlight,2
NYC,2015-11-26,6.0,3,redlight,1
NYC,2015-11-26,8.0,3,redlight,4
NYC,2015-11-26,9.0,3,redlight,1
NYC,2015-11-26,10.0,3,redlight,1
NYC,2015-11-26,11.0,3,redlight,6
NYC,2015-11-26,12.0,3,redlight,4
NYC,2015-11-26,13.0,3,other,2
NYC,2015-11-26,13.0,3,redlight,5
NYC,2015-11-26,14.0,3,redlight,8
NYC,2015-11-26,15.0,3,redlight,4
NYC,2015-11-26,16.0,3,redlight,1
NYC,2015-11-26,17.0,3,redlight,2
NYC,2015-11-26,18.0,3,redlight,6
NYC,2015-11-26,19.0,3,redlight,4
NYC,2015-11-26,20.0,3,redlight,1
NYC,2015-11-26,21.0,3,redlight,3
NYC,2015-11-26,22.0,3,redlight,2
NYC,2015-11-26,23.0,3,redlight,4
NYC,2015-11-27,0.0,4,redlight,2
NYC,2015-11-27,1.0,4,redlight,4
NYC,2015-11-27,2.0,4,other,1
NYC,2015-11-27,3.0,4,redlight,4
NYC,2015-11-27,6.0,4,other,1
NYC,2015-11-27,6.0,4,redlight,2
NYC,2015-11-27,7.0,4,other,1
NYC,2015-11-27,7.0,4,redlight,2
NYC,2015-11-27,8.0,4,other,3
NYC,2015-11-27,8.0,4,redlight,3
NYC,2015-11-27,9.0,4,other,4
NYC,2015-11-27,10.0,4,other,6
NYC,2015-11-27,11.0,4,other,11
NYC,2015-11-27,11.0,4,redlight,5
NYC,2015-11-27,12.0,4,other,5
NYC,2015-11-27,12.0,4,redlight,3
NYC,2015-11-27,13.0,4,other,5
NYC,2015-11-27,13.0,4,redlight,4
NYC,2015-11-27,14.0,4,other,1
NYC,2015-11-27,14.0,4,redlight,6
NYC,2015-11-27,15.0,4,other,2
NYC,2015-11-27,15.0,4,redlight,5
NYC,2015-11-27,16.0,4,other,2
NYC,2015-11-27,16.0,4,redlight,6
NYC,2015-11-27,17.0,4,other,2
NYC,2015-11-27,17.0,4,redlight,7
NYC,2015-11-27,18.0,4,redlight,4
NYC,2015-11-27,19.0,4,redlight,1
NYC,2015-11-27,20.0,4,redlight,2
NYC,2015-11-27,21.0,4,other,1
NYC,2015-11-27,22.0,4,other,2
NYC,2015-11-28,0.0,5,redlight,3
NYC,2015-11-28,1.0,5,other,1
NYC,2015-11-28,1.0,5,redlight,2
NYC,2015-11-28,2.0,5,redlight,1
NYC,2015-11-28,3.0,5,redlight,2
NYC,2015-11-28,6.0,5,redlight,1
NYC,2015-11-28,7.0,5,other,1
NYC,2015-11-28,7.0,5,redlight,3
NYC,2015-11-28,8.0,5,other,5
NYC,2015-11-28,8.0,5,redlight,2
NYC,2015-11-28,9.0,5,other,3
NYC,2015-11-28,9.0,5,redlight,3
NYC,2015-11-28,10.0,5,redlight,5
NYC,2015-11-28,11.0,5,redlight,2
NYC,2015-11-28,12.0,5,redlight,3
NYC,2015-11-28,13.0,5,redlight,5
NYC,2015-11-28,14.0,5,other,1
NYC,2015-11-28,14.0,5,redlight,3
NYC,2015-11-28,16.0,5,other,1
NYC,2015-11-28,16.0,5,redlight,2
NYC,2015-11-28,17.0,5,redlight,2
NYC,2015-11-28,20.0,5,redlight,6
NYC,2015-11-28,21.0,5,redlight,1
NYC,2015-11-28,22.0,5,other,2
NYC,2015-11-28,22.0,5,redlight,8
NYC,2015-11-28,23.0,5,other,1
NYC,2015-11-28,23.0,5,redlight,2
NYC,2015-11-29,0.0,6,other,1
NYC,2015-11-29,1.0,6,redlight,6
NYC,2015-11-29,2.0,6,other,1
NYC,2015-11-29,2.0,6,redlight,1
NYC,2015-11-29,3.0,6,redlight,3
NYC,2015-11-29,4.0,6,redlight,2
NYC,2015-11-29,5.0,6,other,1
NYC,2015-11-29,6.0,6,redlight,2
NYC,2015-11-29,7.0,6,other,1
NYC,2015-11-29,8.0,6,redlight,2
NYC,2015-11-29,10.0,6,other,1
NYC,2015-11-29,10.0,6,redlight,4
NYC,2015-11-29,11.0,6,redlight,4
NYC,2015-11-29,12.0,6,other,2
NYC,2015-11-29,12.0,6,redlight,1
NYC,2015-11-29,13.0,6,redlight,5
NYC,2015-11-29,14.0,6,other,2
NYC,2015-11-29,14.0,6,redlight,9
NYC,2015-11-29,15.0,6,other,1
NYC,2015-11-29,15.0,6,redlight,5
NYC,2015-11-29,16.0,6,redlight,2
NYC,2015-11-29,17.0,6,redlight,3
NYC,2015-11-29,18.0,6,redlight,6
NYC,2015-11-29,19.0,6,redlight,4
NYC,2015-11-29,21.0,6,redlight,2
NYC,2015-11-29,22.0,6,other,1
NYC,2015-11-29,22.0,6,redlight,1
NYC,2015-11-29,23.0,6,redlight,1
NYC,2015-11-30,2.0,0,redlight,1
NYC,2015-11-30,3.0,0,redlight,1
NYC,2015-11-30,4.0,0,redlight,2
NYC,2015-11-30,6.0,0,redlight,2
NYC,2015-11-30,7.0,0,redlight,1
NYC,2015-11-30,7.0,0,speed,1
NYC,2015-11-30,8.0,0,other,2
NYC,2015-11-30,8.0,0,redlight,5
NYC,2015-11-30,8.0,0,speed,1
NYC,2015-11-30,9.0,0,other,1
NYC,2015-11-30,9.0,0,speed,1
NYC,2015-11-30,10.0,0,other,2
NYC,2015-11-30,10.0,0,redlight,6
NYC,2015-11-30,11.0,0,redlight,4
NYC,2015-11-30,11.0,0,speed,4
NYC,2015-11-30,12.0,0,other,2
NYC,2015-11-30,12.0,0,redlight,1
NYC,2015-11-30,12.0,0,speed,1
NYC,2015-11-30,13.0,0,other,2
NYC,2015-11-30,13.0,0,redlight,3
NYC,2015-11-30,13.0,0,speed,2
NYC,2015-11-30,14.0,0,other,3
NYC,2015-11-30,14.0,0,redlight,2
NYC,2015-11-30,15.0,0,other,1
NYC,2015-11-30,15.0,0,redlight,3
NYC,2015-11-30,15.0,0,speed,1
NYC,2015-11-30,16.0,0,other,1
NYC,2015-11-30,17.0,0,other,2
NYC,2015-11-30,17.0,0,redlight,13
NYC,2015-11-30,18.0,0,redlight,4
NYC,2015-11-30,19.0,0,other,1
NYC,2015-11-30,19.0,0,redlight,5
NYC,2015-11-30,20.0,0,redlight,2
NYC,2015-11-30,21.0,0,redlight,3
NYC,2015-11-30,22.0,0,redlight,3
NYC,2015-12-01,0.0,1,other,1
NYC,2015-12-01,2.0,1,redlight,1
NYC,2015-12-01,3.0,1,other,1
NYC,2015-12-01,5.0,1,redlight,1
NYC,2015-12-01,6.0,1,other,1
NYC,2015-12-01,7.0,1,other,1
NYC,2015-12-01,7.0,1,redlight,2
NYC,2015-12-01,7.0,1,speed,1
NYC,2015-12-01,8.0,1,other,2
NYC,2015-12-01,8.0,1,redlight,3
NYC,2015-12-01,9.0,1,other,1
NYC,2015-12-01,9.0,1,redlight,3
NYC,2015-12-01,9.0,1,speed,1
NYC,2015-12-01,10.0,1,other,1
NYC,2015-12-01,10.0,1,redlight,4
NYC,2015-12-01,11.0,1,other,2
NYC,2015-12-01,11.0,1,redlight,1
NYC,2015-12-01,12.0,1,other,2
NYC,2015-12-01,12.0,1,redlight,1
NYC,2015-12-01,12.0,1,speed,2
NYC,2015-12-01,13.0,1,other,2
NYC,2015-12-01,13.0,1,redlight,2
NYC,2015-12-01,13.0,1,speed,1
NYC,2015-12-01,14.0,1,other,1
NYC,2015-12-01,14.0,1,redlight,3
NYC,2015-12-01,14.0,1,speed,2
NYC,2015-12-01,15.0,1,other,1
NYC,2015-12-01,16.0,1,other,4
NYC,2015-12-01,16.0,1,redlight,3
NYC,2015-12-01,17.0,1,other,1
NYC,2015-12-01,18.0,1,other,2
NYC,2015-12-01,18.0,1,redlight,1
NYC,2015-12-01,19.0,1,other,1
NYC,2015-12-01,20.0,1,other,1
NYC,2015-12-01,20.0,1,redlight,4
NYC,2015-12-01,22.0,1,other,1
NYC,2015-12-01,22.0,1,redlight,1
NYC,2015-12-01,23.0,1,other,1
NYC,2015-12-01,23.0,1,redlight,1
NYC,2015-12-02,0.0,2,redlight,1
NYC,2015-12-02,1.0,2,other,1
NYC,2015-12-02,2.0,2,redlight,1
NYC,2015-12-02,5.0,2,redlight,1
NYC,2015-12-02,7.0,2,redlight,2
NYC,2015-12-02,8.0,2,redlight,1
NYC,2015-12-02,9.0,2,other,3
NYC,2015-12-02,9.0,2,redlight,4
NYC,2015-12-02,10.0,2,other,1
NYC,2015-12-02,10.0,2,redlight,4
NYC,2015-12-02,11.0,2,redlight,5
NYC,2015-12-02,12.0,2,other,1
NYC,2015-12-02,12.0,2,redlight,2
NYC,2015-12-02,12.0,2,speed,1
NYC,2015-12-02,13.0,2,other,2
NYC,2015-12-02,13.0,2,redlight,1
NYC,2015-12-02,14.0,2,other,1
NYC,2015-12-02,14.0,2,redlight,4
NYC,2015-12-02,14.0,2,speed,1
NYC,2015-12-02,16.0,2,other,3
NYC,2015-12-02,17.0,2,other,2
NYC,2015-12-02,17.0,2,redlight,3
NYC,2015-12-02,18.0,2,redlight,3
NYC,2015-12-02,20.0,2,other,1
NYC,2015-12-02,20.0,2,redlight,1
NYC,2015-12-02,21.0,2,redlight,3
NYC,2015-12-02,22.0,2,redlight,2
NYC,2015-12-02,23.0,2,redlight,5
NYC,2015-12-03,0.0,3,redlight,2
NYC,2015-12-03,2.0,3,redlight,2
NYC,2015-12-03,5.0,3,redlight,1
NYC,2015-12-03,6.0,3,other,2
NYC,2015-12-03,6.0,3,redlight,1
NYC,2015-12-03,7.0,3,redlight,1
NYC,2015-12-03,7.0,3,speed,1
NYC,2015-12-03,8.0,3,other,1
NYC,2015-12-03,8.0,3,redlight,1
NYC,2015-12-03,8.0,3,speed,1
NYC,2015-12-03,9.0,3,other,5
NYC,2015-12-03,9.0,3,redlight,1
NYC,2015-12-03,9.0,3,speed,2
NYC,2015-12-03,10.0,3,other,1
NYC,2015-12-03,10.0,3,redlight,2
NYC,2015-12-03,10.0,3,speed,2
NYC,2015-12-03,11.0,3,other,3
NYC,2015-12-03,11.0,3,redlight,1
NYC,2015-12-03,11.0,3,speed,1
NYC,2015-12-03,12.0,3,other,1
NYC,2015-12-03,12.0,3,redlight,6
NYC,2015-12-03,12.0,3,speed,1
NYC,2015-12-03,13.0,3,other,1
NYC,2015-12-03,13.0,3,redlight,10
NYC,2015-12-03,13.0,3,speed,1
NYC,2015-12-03,14.0,3,other,2
NYC,2015-12-03,14.0,3,redlight,12
NYC,2015-12-03,15.0,3,other,4
NYC,2015-12-03,15.0,3,redlight,4
NYC,2015-12-03,16.0,3,other,1
NYC,2015-12-03,16.0,3,redlight,6
NYC,2015-12-03,17.0,3,redlight,7
NYC,2015-12-03,18.0,3,other,1
NYC,2015-12-03,18.0,3,redlight,5
NYC,2015-12-03,19.0,3,redlight,2
NYC,2015-12-03,21.0,3,other,1
NYC,2015-12-03,21.0,3,redlight,5
NYC,2015-12-03,22.0,3,redlight,1
NYC,2015-12-03,23.0,3,redlight,2
NYC,2015-12-04,0.0,4,redlight,2
NYC,2015-12-04,1.0,4,other,2
NYC,2015-12-04,2.0,4,other,1
NYC,2015-12-04,4.0,4,redlight,5
NYC,2015-12-04,5.0,4,other,2
NYC,2015-12-04,7.0,4,redlight,3
NYC,2015-12-04,7.0,4,speed,2
NYC,2015-12-04,8.0,4,other,4
NYC,2015-12-04,8.0,4,redlight,4
NYC,2015-12-04,8.0,4,speed,4
NYC,2015-12-04,9.0,4,other,3
NYC,2015-12-04,9.0,4,redlight,6
NYC,2015-12-04,10.0,4,other,1
NYC,2015-12-04,10.0,4,redlight,4
NYC,2015-12-04,10.0,4,speed,2
NYC,2015-12-04,11.0,4,other,5
NYC,2015-12-04,11.0,4,speed,2
NYC,2015-12-04,12.0,4,other,2
NYC,2015-12-04,12.0,4,redlight,1
NYC,2015-12-04,12.0,4,speed,3
NYC,2015-12-04,13.0,4,other,2
NYC,2015-12-04,13.0,4,redlight,2
NYC,2015-12-04,14.0,4,other,1
NYC,2015-12-04,14.0,4,redlight,4
NYC,2015-12-04,14.0,4,speed,1
NYC,2015-12-04,15.0,4,redlight,3
NYC,2015-12-04,15.0,4,speed,2
NYC,2015-12-04,16.0,4,redlight,2
NYC,2015-12-04,17.0,4,redlight,6
NYC,2015-12-04,18.0,4,other,3
NYC,2015-12-04,18.0,4,redlight,2
NYC,2015-12-04,19.0,4,redlight,4
NYC,2015-12-04,20.0,4,other,1
NYC,2015-12-04,20.0,4,redlight,2
NYC,2015-12-04,21.0,4,other,5
NYC,2015-12-04,21.0,4,redlight,2
NYC,2015-12-04,22.0,4,redlight,3
NYC,2015-12-04,23.0,4,redlight,1
NYC,2015-12-05,0.0,5,redlight,2
NYC,2015-12-05,2.0,5,redlight,1
NYC,2015-12-05,3.0,5,redlight,1
NYC,2015-12-05,4.0,5,redlight,4
NYC,2015-12-05,6.0,5,redlight,2
NYC,2015-12-05,7.0,5,other,2
NYC,2015-12-05,7.0,5,redlight,3
NYC,2015-12-05,8.0,5,other,4
NYC,2015-12-05,8.0,5,redlight,4
NYC,2015-12-05,9.0,5,other,3
