city,date,day_of_week,violation_type,count
NYC,2011-02-18,4,other,3.0
NYC,2011-02-18,4,redlight,6.0
NYC,2011-02-18,4,unknown,5.0
NYC,2011-02-19,5,other,2.0
NYC,2011-02-19,5,redlight,4.0
NYC,2011-02-19,5,unknown,5.0
NYC,2011-02-20,6,other,1.0
NYC,2011-02-20,6,redlight,2.0
NYC,2011-02-21,0,other,1.0
NYC,2011-02-21,0,redlight,1.0
NYC,2011-02-21,0,unknown,6.0
NYC,2011-02-22,1,other,1.0
NYC,2011-02-22,1,redlight,4.0
NYC,2011-02-22,1,unknown,11.0
NYC,2011-02-23,2,other,1.0
NYC,2011-02-23,2,redlight,1.0
NYC,2011-02-23,2,unknown,7.0
NYC,2011-02-24,3,other,4.0
NYC,2011-02-24,3,redlight,7.0
NYC,2011-02-24,3,unknown,2.0
NYC,2011-02-25,4,other,1.0
NYC,2011-02-25,4,redlight,3.0
NYC,2011-02-25,4,unknown,7.0
NYC,2011-02-26,5,other,4.0
NYC,2011-02-26,5,redlight,6.0
NYC,2011-02-26,5,unknown,3.0
NYC,2011-02-27,6,redlight,8.0
NYC,2011-02-28,0,other,2.0
NYC,2011-02-28,0,redlight,11.0
NYC,2011-02-28,0,unknown,12.0
NYC,2011-03-01,1,other,3.0
NYC,2011-03-01,1,redlight,5.0
NYC,2011-03-01,1,unknown,8.0
NYC,2011-03-02,2,other,1.0
NYC,2011-03-02,2,redlight,8.0
NYC,2011-03-02,2,unknown,7.0
NYC,2011-03-03,3,other,1.0
NYC,2011-03-03,3,redlight,6.0
NYC,2011-03-03,3,unknown,23.0
NYC,2011-03-04,4,other,2.0
NYC,2011-03-04,4,redlight,10.0
NYC,2011-03-04,4,unknown,9.0
NYC,2011-03-05,5,other,1.0
NYC,2011-03-05,5,redlight,3.0
NYC,2011-03-05,5,unknown,10.0
NYC,2011-03-06,6,other,1.0
NYC,2011-03-07,0,other,2.0
NYC,2011-03-07,0,redlight,2.0
NYC,2011-03-07,0,unknown,20.0
NYC,2011-03-08,1,other,2.0
NYC,2011-03-08,1,redlight,5.0
NYC,2011-03-08,1,unknown,3.0
NYC,2011-03-09,2,other,1.0
NYC,2011-03-09,2,redlight,2.0
NYC,2011-03-09,2,unknown,6.0
NYC,2011-03-10,3,other,1.0
NYC,2011-03-10,3,redlight,3.0
NYC,2011-03-10,3,unknown,9.0
NYC,2011-03-11,4,other,2.0
NYC,2011-03-11,4,redlight,3.0
NYC,2011-03-11,4,unknown,9.0
NYC,2011-03-12,5,redlight,10.0
NYC,2011-03-12,5,unknown,1.0
NYC,2011-03-13,6,redlight,5.0
NYC,2011-03-14,0,other,1.0
NYC,2011-03-14,0,redlight,3.0
NYC,2011-03-14,0,unknown,10.0
NYC,2011-03-15,1,other,6.0
NYC,2011-03-15,1,redlight,2.0
NYC,2011-03-15,1,unknown,13.0
NYC,2011-03-16,2,other,1.0
NYC,2011-03-16,2,redlight,3.0
NYC,2011-03-16,2,unknown,3.0
NYC,2011-03-17,3,redlight,4.0
NYC,2011-03-17,3,unknown,11.0
NYC,2011-03-18,4,other,1.0
NYC,2011-03-18,4,redlight,6.0
NYC,2011-03-18,4,unknown,6.0
NYC,2011-03-19,5,other,1.0
NYC,2011-03-19,5,redlight,2.0
NYC,2011-03-19,5,unknown,8.0
NYC,2011-03-20,6,other,2.0
NYC,2011-03-20,6,redlight,5.0
NYC,2011-03-21,0,other,1.0
NYC,2011-03-21,0,unknown,9.0
NYC,2011-03-22,1,other,2.0
NYC,2011-03-22,1,redlight,4.0
NYC,2011-03-22,1,unknown,9.0
NYC,2011-03-23,2,other,1.0
NYC,2011-03-23,2,redlight,8.0
NYC,2011-03-23,2,unknown,5.0
NYC,2011-03-24,3,other,2.0
NYC,2011-03-24,3,redlight,1.0
NYC,2011-03-24,3,unknown,8.0
NYC,2011-03-25,4,other,1.0
NYC,2011-03-25,4,redlight,3.0
NYC,2011-03-25,4,unknown,14.0
NYC,2011-03-26,5,other,3.0
NYC,2011-03-26,5,redlight,2.0
NYC,2011-03-26,5,unknown,8.0
NYC,2011-03-27,6,other,1.0
NYC,2011-03-27,6,redlight,4.0
NYC,2011-03-28,0,other,3.0
NYC,2011-03-28,0,redlight,5.0
NYC,2011-03-28,0,unknown,10.0
NYC,2011-03-29,1,redlight,9.0
NYC,2011-03-29,1,unknown,8.0
NYC,2011-03-30,2,other,2.0
NYC,2011-03-30,2,redlight,4.0
NYC,2011-03-31,3,other,3.0
NYC,2011-03-31,3,redlight,2.0
NYC,2011-03-31,3,unknown,11.0
NYC,2011-04-01,4,other,1.0
NYC,2011-04-01,4,redlight,8.0
NYC,2011-04-02,5,redlight,3.0
NYC,2011-04-03,6,redlight,6.0
NYC,2011-04-04,0,other,3.0
NYC,2011-04-04,0,redlight,2.0
NYC,2011-04-05,1,other,2.0
NYC,2011-04-05,1,redlight,1.0
NYC,2011-04-06,2,other,1.0
NYC,2011-04-06,2,redlight,1.0
NYC,2011-04-07,3,redlight,4.0
NYC,2011-04-08,4,redlight,1.0
NYC,2011-04-09,5,other,1.0
NYC,2011-04-09,5,redlight,8.0
NYC,2011-04-09,5,unknown,1.0
NYC,2011-04-10,6,redlight,2.0
NYC,2011-04-11,0,other,1.0
NYC,2011-04-11,0,redlight,3.0
NYC,2011-04-12,1,other,3.0
NYC,2011-04-12,1,redlight,6.0
NYC,2011-04-13,2,other,3.0
NYC,2011-04-13,2,redlight,6.0
NYC,2011-04-14,3,other,5.0
NYC,2011-04-14,3,redlight,5.0
NYC,2011-04-15,4,other,2.0
NYC,2011-04-15,4,redlight,5.0
NYC,2011-04-16,5,other,2.0
NYC,2011-04-16,5,redlight,3.0
NYC,2011-04-17,6,other,1.0
NYC,2011-04-17,6,redlight,3.0
NYC,2011-04-18,0,redlight,7.0
NYC,2011-04-19,1,other,1.0
NYC,2011-04-19,1,redlight,4.0
NYC,2011-04-20,2,other,2.0
NYC,2011-04-20,2,redlight,7.0
NYC,2011-04-21,3,redlight,8.0
NYC,2011-04-22,4,other,2.0
NYC,2011-04-22,4,redlight,5.0
NYC,2011-04-23,5,other,1.0
NYC,2011-04-23,5,redlight,1.0
NYC,2011-04-24,6,redlight,4.0
NYC,2011-04-25,0,other,1.0
NYC,2011-04-25,0,redlight,3.0
NYC,2011-04-27,2,other,2.0
NYC,2011-04-27,2,redlight,3.0
NYC,2011-04-28,3,other,5.0
NYC,2011-04-28,3,redlight,10.0
NYC,2011-04-29,4,other,1.0
NYC,2011-04-29,4,redlight,10.0
NYC,2011-04-30,5,other,1.0
NYC,2011-04-30,5,redlight,9.0
NYC,2011-05-01,6,redlight,3.0
NYC,2011-05-02,0,other,3.0
NYC,2011-05-02,0,redlight,4.0
NYC,2011-05-03,1,other,1.0
NYC,2011-05-03,1,redlight,7.0
NYC,2011-05-03,1,unknown,1.0
NYC,2011-05-04,2,other,2.0
NYC,2011-05-04,2,redlight,4.0
NYC,2011-05-04,2,unknown,1.0
NYC,2011-05-05,3,redlight,7.0
NYC,2011-05-06,4,other,1.0
NYC,2011-05-06,4,redlight,4.0
NYC,2011-05-07,5,other,1.0
NYC,2011-05-07,5,redlight,11.0
NYC,2011-05-07,5,unknown,1.0
NYC,2011-05-08,6,redlight,3.0
NYC,2011-05-09,0,other,1.0
NYC,2011-05-09,0,redlight,6.0
NYC,2011-05-09,0,unknown,1.0
NYC,2011-05-10,1,redlight,3.0
NYC,2011-05-10,1,unknown,2.0
NYC,2011-05-11,2,other,1.0
NYC,2011-05-11,2,redlight,4.0
NYC,2011-05-12,3,other,3.0
NYC,2011-05-12,3,redlight,8.0
NYC,2011-05-13,4,redlight,7.0
NYC,2011-05-13,4,unknown,3.0
NYC,2011-05-14,5,redlight,8.0
NYC,2011-05-14,5,unknown,1.0
NYC,2011-05-15,6,redlight,4.0
NYC,2011-05-15,6,unknown,1.0
NYC,2011-05-16,0,redlight,1.0
NYC,2011-05-17,1,other,2.0
NYC,2011-05-17,1,redlight,4.0
NYC,2011-05-18,2,redlight,1.0
NYC,2011-05-19,3,other,3.0
NYC,2011-05-19,3,redlight,5.0
NYC,2011-05-20,4,other,3.0
NYC,2011-05-20,4,redlight,2.0
NYC,2011-05-21,5,other,1.0
NYC,2011-05-21,5,redlight,5.0
NYC,2011-05-22,6,other,2.0
NYC,2011-05-22,6,redlight,9.0
NYC,2011-05-23,0,other,1.0
NYC,2011-05-23,0,redlight,6.0
NYC,2011-05-24,1,other,1.0
NYC,2011-05-24,1,redlight,7.0
NYC,2011-05-25,2,redlight,6.0
NYC,2011-05-26,3,other,3.0
NYC,2011-05-26,3,redlight,9.0
NYC,2011-05-27,4,other,3.0
NYC,2011-05-27,4,redlight,6.0
NYC,2011-05-28,5,redlight,10.0
NYC,2011-05-28,5,unknown,2.0
NYC,2011-05-29,6,redlight,10.0
NYC,2011-05-30,0,redlight,4.0
NYC,2011-05-31,1,other,3.0
NYC,2011-05-31,1,redlight,8.0
NYC,2011-06-01,2,other,4.0
NYC,2011-06-01,2,redlight,3.0
NYC,2011-06-01,2,unknown,1.0
NYC,2011-06-02,3,other,2.0
NYC,2011-06-02,3,redlight,7.0
NYC,2011-06-02,3,unknown,1.0
NYC,2011-06-03,4,other,5.0
NYC,2011-06-03,4,redlight,8.0
NYC,2011-06-04,5,other,3.0
NYC,2011-06-04,5,redlight,8.0
NYC,2011-06-05,6,other,1.0
NYC,2011-06-05,6,redlight,4.0
NYC,2011-06-06,0,other,2.0
NYC,2011-06-06,0,redlight,7.0
NYC,2011-06-06,0,unknown,2.0
NYC,2011-06-07,1,other,2.0
NYC,2011-06-07,1,redlight,2.0
NYC,2011-06-07,1,unknown,1.0
NYC,2011-06-08,2,other,1.0
NYC,2011-06-08,2,redlight,8.0
NYC,2011-06-08,2,unknown,1.0
NYC,2011-06-09,3,other,2.0
NYC,2011-06-09,3,redlight,7.0
NYC,2011-06-09,3,unknown,1.0
NYC,2011-06-10,4,other,1.0
NYC,2011-06-10,4,redlight,12.0
NYC,2011-06-10,4,unknown,1.0
NYC,2011-06-11,5,other,2.0
NYC,2011-06-11,5,redlight,5.0
NYC,2011-06-11,5,unknown,3.0
NYC,2011-06-12,6,redlight,4.0
NYC,2011-06-13,0,other,2.0
NYC,2011-06-13,0,redlight,4.0
NYC,2011-06-14,1,other,1.0
NYC,2011-06-14,1,redlight,8.0
NYC,2011-06-14,1,unknown,1.0
NYC,2011-06-15,2,redlight,10.0
NYC,2011-06-15,2,unknown,1.0
NYC,2011-06-16,3,other,3.0
NYC,2011-06-16,3,redlight,3.0
NYC,2011-06-16,3,unknown,3.0
NYC,2011-06-17,4,other,2.0
NYC,2011-06-17,4,redlight,8.0
NYC,2011-06-17,4,unknown,2.0
NYC,2011-06-18,5,other,3.0
NYC,2011-06-18,5,redlight,5.0
NYC,2011-06-18,5,unknown,1.0
NYC,2011-06-19,6,redlight,8.0
NYC,2011-06-20,0,other,2.0
NYC,2011-06-20,0,redlight,6.0
NYC,2011-06-20,0,unknown,4.0
NYC,2011-06-21,1,other,1.0
NYC,2011-06-21,1,redlight,12.0
NYC,2011-06-21,1,unknown,1.0
NYC,2011-06-22,2,other,1.0
NYC,2011-06-22,2,redlight,7.0
NYC,2011-06-23,3,other,1.0
NYC,2011-06-23,3,redlight,9.0
NYC,2011-06-24,4,other,3.0
NYC,2011-06-24,4,redlight,7.0
NYC,2011-06-24,4,unknown,3.0
NYC,2011-06-25,5,other,2.0
NYC,2011-06-25,5,redlight,9.0
NYC,2011-06-25,5,unknown,1.0
NYC,2011-06-26,6,other,1.0
NYC,2011-06-26,6,redlight,9.0
NYC,2011-06-27,0,other,2.0
NYC,2011-06-27,0,redlight,10.0
NYC,2011-06-27,0,unknown,3.0
NYC,2011-06-28,1,other,1.0
NYC,2011-06-28,1,redlight,3.0
NYC,2011-06-29,2,other,2.0
NYC,2011-06-29,2,redlight,5.0
NYC,2011-06-30,3,redlight,5.0
NYC,2011-07-01,4,other,3.0
NYC,2011-07-01,4,redlight,8.0
NYC,2011-07-01,4,unknown,2.0
NYC,2011-07-02,5,redlight,7.0
NYC,2011-07-02,5,unknown,1.0
NYC,2011-07-03,6,redlight,4.0
NYC,2011-07-04,0,redlight,5.0
NYC,2011-07-05,1,other,1.0
NYC,2011-07-05,1,redlight,10.0
NYC,2011-07-05,1,unknown,3.0
NYC,2011-07-06,2,redlight,6.0
NYC,2011-07-07,3,other,4.0
NYC,2011-07-07,3,redlight,5.0
NYC,2011-07-07,3,unknown,2.0
NYC,2011-07-08,4,redlight,2.0
NYC,2011-07-08,4,unknown,3.0
NYC,2011-07-09,5,other,3.0
NYC,2011-07-09,5,redlight,5.0
NYC,2011-07-10,6,other,1.0
NYC,2011-07-10,6,redlight,4.0
NYC,2011-07-10,6,unknown,1.0
NYC,2011-07-11,0,other,2.0
NYC,2011-07-11,0,redlight,7.0
NYC,2011-07-11,0,unknown,1.0
NYC,2011-07-12,1,other,1.0
NYC,2011-07-12,1,redlight,10.0
NYC,2011-07-13,2,other,1.0
NYC,2011-07-13,2,redlight,10.0
NYC,2011-07-13,2,unknown,1.0
NYC,2011-07-14,3,other,3.0
NYC,2011-07-14,3,redlight,17.0
NYC,2011-07-15,4,other,1.0
NYC,2011-07-15,4,redlight,6.0
NYC,2011-07-15,4,unknown,2.0
NYC,2011-07-16,5,other,5.0
NYC,2011-07-16,5,redlight,11.0
NYC,2011-07-17,6,redlight,6.0
NYC,2011-07-18,0,other,2.0
NYC,2011-07-18,0,redlight,3.0
NYC,2011-07-19,1,other,1.0
NYC,2011-07-19,1,redlight,3.0
NYC,2011-07-19,1,unknown,2.0
NYC,2011-07-20,2,other,2.0
NYC,2011-07-20,2,redlight,11.0
NYC,2011-07-20,2,unknown,2.0
NYC,2011-07-21,3,other,2.0
NYC,2011-07-21,3,redlight,9.0
NYC,2011-07-21,3,unknown,1.0
NYC,2011-07-22,4,other,2.0
NYC,2011-07-22,4,redlight,14.0
NYC,2011-07-22,4,unknown,2.0
NYC,2011-07-23,5,redlight,3.0
NYC,2011-07-23,5,unknown,6.0
NYC,2011-07-24,6,other,1.0
NYC,2011-07-24,6,redlight,7.0
NYC,2011-07-25,0,other,3.0
NYC,2011-07-25,0,redlight,7.0
NYC,2011-07-26,1,other,3.0
NYC,2011-07-26,1,redlight,8.0
NYC,2011-07-27,2,other,3.0
NYC,2011-07-27,2,redlight,7.0
NYC,2011-07-27,2,unknown,1.0
NYC,2011-07-28,3,other,1.0
NYC,2011-07-28,3,redlight,12.0
NYC,2011-07-28,3,unknown,3.0
NYC,2011-07-29,4,redlight,5.0
NYC,2011-07-29,4,unknown,2.0
NYC,2011-07-30,5,other,1.0
NYC,2011-07-30,5,redlight,11.0
NYC,2011-07-31,6,redlight,6.0
NYC,2011-08-01,0,redlight,8.0
NYC,2011-08-02,1,redlight,4.0
NYC,2011-08-03,2,other,1.0
NYC,2011-08-03,2,redlight,2.0
NYC,2011-08-04,3,other,1.0
NYC,2011-08-04,3,redlight,10.0
NYC,2011-08-05,4,other,2.0
NYC,2011-08-05,4,redlight,15.0
NYC,2011-08-06,5,other,2.0
NYC,2011-08-06,5,redlight,12.0
NYC,2011-08-07,6,redlight,7.0
NYC,2011-08-08,0,other,1.0
NYC,2011-08-08,0,redlight,11.0
NYC,2011-08-09,1,other,1.0
NYC,2011-08-09,1,redlight,8.0
NYC,2011-08-10,2,redlight,7.0
NYC,2011-08-11,3,other,2.0
NYC,2011-08-11,3,redlight,13.0
NYC,2011-08-12,4,redlight,17.0
NYC,2011-08-13,5,other,1.0
NYC,2011-08-13,5,redlight,9.0
NYC,2011-08-14,6,redlight,7.0
NYC,2011-08-15,0,other,2.0
NYC,2011-08-15,0,redlight,8.0
NYC,2011-08-16,1,other,3.0
NYC,2011-08-16,1,redlight,7.0
NYC,2011-08-17,2,other,3.0
NYC,2011-08-17,2,redlight,6.0
NYC,2011-08-18,3,other,1.0
NYC,2011-08-18,3,redlight,4.0
NYC,2011-08-19,4,other,1.0
NYC,2011-08-19,4,redlight,6.0
NYC,2011-08-19,4,unknown,1.0
NYC,2011-08-20,5,other,1.0
NYC,2011-08-20,5,redlight,5.0
NYC,2011-08-21,6,redlight,2.0
NYC,2011-08-22,0,redlight,5.0
NYC,2011-08-23,1,other,1.0
NYC,2011-08-23,1,redlight,8.0
NYC,2011-08-24,2,redlight,9.0
NYC,2011-08-25,3,redlight,10.0
NYC,2011-08-26,4,other,2.0
NYC,2011-08-26,4,redlight,9.0
NYC,2011-08-27,5,redlight,4.0
NYC,2011-08-28,6,redlight,3.0
NYC,2011-08-29,0,other,2.0
NYC,2011-08-29,0,redlight,3.0
NYC,2011-08-30,1,other,1.0
NYC,2011-08-30,1,redlight,7.0
NYC,2011-08-31,2,other,1.0
NYC,2011-08-31,2,redlight,7.0
NYC,2011-09-01,3,redlight,4.0
NYC,2011-09-02,4,other,2.0
NYC,2011-09-02,4,redlight,5.0
NYC,2011-09-03,5,other,2.0
NYC,2011-09-03,5,redlight,6.0
NYC,2011-09-04,6,other,1.0
NYC,2011-09-04,6,redlight,6.0
NYC,2011-09-05,0,redlight,6.0
NYC,2011-09-06,1,other,1.0
NYC,2011-09-06,1,redlight,4.0
NYC,2011-09-07,2,redlight,10.0
NYC,2011-09-08,3,other,2.0
NYC,2011-09-08,3,redlight,2.0
NYC,2011-09-09,4,other,5.0
NYC,2011-09-09,4,redlight,7.0
NYC,2011-09-10,5,redlight,10.0
NYC,2011-09-11,6,redlight,3.0
NYC,2011-09-12,0,other,3.0
NYC,2011-09-12,0,redlight,5.0
NYC,2011-09-13,1,other,2.0
NYC,2011-09-13,1,redlight,7.0
NYC,2011-09-14,2,redlight,2.0
NYC,2011-09-15,3,redlight,7.0
NYC,2011-09-16,4,other,1.0
NYC,2011-09-16,4,redlight,5.0
NYC,2011-09-17,5,other,2.0
NYC,2011-09-17,5,redlight,6.0
NYC,2011-09-18,6,redlight,7.0
NYC,2011-09-19,0,other,1.0
NYC,2011-09-19,0,redlight,6.0
NYC,2011-09-20,1,other,2.0
NYC,2011-09-20,1,redlight,8.0
NYC,2011-09-21,2,redlight,8.0
NYC,2011-09-22,3,other,2.0
NYC,2011-09-22,3,redlight,10.0
NYC,2011-09-23,4,other,1.0
NYC,2011-09-24,5,other,3.0
NYC,2011-09-24,5,redlight,6.0
NYC,2011-09-25,6,redlight,2.0
NYC,2011-09-26,0,redlight,5.0
NYC,2011-09-27,1,redlight,2.0
NYC,2011-09-28,2,other,3.0
NYC,2011-09-28,2,redlight,6.0
NYC,2011-09-29,3,other,1.0
NYC,2011-09-29,3,redlight,7.0
NYC,2011-09-30,4,other,3.0
NYC,2011-09-30,4,redlight,6.0
NYC,2011-10-01,5,redlight,6.0
NYC,2011-10-02,6,redlight,6.0
NYC,2011-10-03,0,other,1.0
NYC,2011-10-03,0,redlight,5.0
NYC,2011-10-04,1,other,2.0
NYC,2011-10-04,1,redlight,5.0
NYC,2011-10-05,2,other,1.0
NYC,2011-10-05,2,redlight,8.0
NYC,2011-10-06,3,other,1.0
NYC,2011-10-06,3,redlight,11.0
NYC,2011-10-07,4,redlight,1.0
NYC,2011-10-08,5,redlight,6.0
NYC,2011-10-09,6,redlight,2.0
NYC,2011-10-10,0,other,1.0
NYC,2011-10-10,0,redlight,5.0
NYC,2011-10-11,1,other,3.0
NYC,2011-10-11,1,redlight,5.0
NYC,2011-10-12,2,other,2.0
NYC,2011-10-12,2,redlight,8.0
NYC,2011-10-13,3,other,2.0
NYC,2011-10-13,3,redlight,8.0
NYC,2011-10-14,4,other,3.0
NYC,2011-10-14,4,redlight,5.0
NYC,2011-10-15,5,redlight,1.0
NYC,2011-10-16,6,other,2.0
NYC,2011-10-16,6,redlight,4.0
NYC,2011-10-17,0,other,1.0
NYC,2011-10-17,0,redlight,4.0
NYC,2011-10-18,1,other,3.0
NYC,2011-10-18,1,redlight,9.0
NYC,2011-10-19,2,other,2.0
NYC,2011-10-20,3,other,3.0
NYC,2011-10-20,3,redlight,3.0
NYC,2011-10-21,4,other,1.0
NYC,2011-10-21,4,redlight,5.0
NYC,2011-10-22,5,other,1.0
NYC,2011-10-22,5,redlight,3.0
NYC,2011-10-23,6,redlight,4.0
NYC,2011-10-24,0,redlight,2.0
NYC,2011-10-25,1,redlight,3.0
NYC,2011-10-26,2,other,1.0
NYC,2011-10-26,2,redlight,1.0
NYC,2011-10-27,3,other,1.0
NYC,2011-10-27,3,redlight,5.0
NYC,2011-10-28,4,other,3.0
NYC,2011-10-28,4,redlight,2.0
NYC,2011-10-29,5,redlight,8.0
NYC,2011-10-30,6,redlight,6.0
NYC,2011-10-31,0,other,1.0
NYC,2011-10-31,0,redlight,4.0
NYC,2011-11-01,1,other,1.0
NYC,2011-11-01,1,redlight,2.0
NYC,2011-11-02,2,other,2.0
NYC,2011-11-02,2,redlight,2.0
NYC,2011-11-03,3,redlight,1.0
NYC,2011-11-04,4,other,3.0
NYC,2011-11-04,4,redlight,2.0
NYC,2011-11-05,5,other,1.0
NYC,2011-11-05,5,redlight,7.0
NYC,2011-11-06,6,other,1.0
NYC,2011-11-06,6,redlight,5.0
NYC,2011-11-07,0,other,1.0
NYC,2011-11-07,0,redlight,4.0
NYC,2011-11-08,1,other,1.0
NYC,2011-11-08,1,redlight,2.0
NYC,2011-11-09,2,other,4.0
NYC,2011-11-09,2,redlight,3.0
NYC,2011-11-10,3,other,4.0
NYC,2011-11-10,3,redlight,4.0
NYC,2011-11-11,4,other,1.0
NYC,2011-11-11,4,redlight,4.0
NYC,2011-11-11,4,unknown,1.0
NYC,2011-11-12,5,other,1.0
NYC,2011-11-12,5,redlight,4.0
NYC,2011-11-13,6,other,2.0
NYC,2011-11-13,6,redlight,9.0
NYC,2011-11-14,0,other,3.0
NYC,2011-11-14,0,redlight,2.0
NYC,2011-11-15,1,other,1.0
NYC,2011-11-15,1,redlight,3.0
NYC,2011-11-16,2,other,2.0
NYC,2011-11-16,2,redlight,5.0
NYC,2011-11-17,3,other,1.0
NYC,2011-11-17,3,redlight,1.0
NYC,2011-11-18,4,other,2.0
NYC,2011-11-18,4,redlight,9.0
NYC,2011-11-19,5,redlight,5.0
NYC,2011-11-20,6,other,1.0
NYC,2011-11-20,6,redlight,8.0
NYC,2011-11-21,0,redlight,4.0
NYC,2011-11-22,1,redlight,1.0
NYC,2011-11-23,2,redlight,1.0
NYC,2011-11-24,3,other,1.0
NYC,2011-11-24,3,redlight,6.0
NYC,2011-11-25,4,other,5.0
NYC,2011-11-25,4,redlight,5.0
NYC,2011-11-26,5,other,2.0
NYC,2011-11-26,5,redlight,5.0
NYC,2011-11-27,6,redlight,4.0
NYC,2011-11-28,0,redlight,2.0
NYC,2011-11-29,1,other,1.0
NYC,2011-11-29,1,redlight,4.0
NYC,2011-11-30,2,other,1.0
NYC,2011-11-30,2,redlight,3.0
NYC,2011-12-01,3,other,2.0
NYC,2011-12-01,3,redlight,2.0
NYC,2011-12-02,4,other,1.0
NYC,2011-12-02,4,redlight,6.0
NYC,2011-12-03,5,redlight,5.0
NYC,2011-12-04,6,redlight,7.0
NYC,2011-12-05,0,other,1.0
NYC,2011-12-05,0,redlight,1.0
NYC,2011-12-06,1,other,3.0
NYC,2011-12-06,1,redlight,4.0
NYC,2011-12-07,2,other,2.0
NYC,2011-12-07,2,redlight,2.0
NYC,2011-12-08,3,other,1.0
NYC,2011-12-08,3,redlight,12.0
NYC,2011-12-09,4,other,3.0
NYC,2011-12-09,4,redlight,4.0
NYC,2011-12-10,5,other,2.0
NYC,2011-12-10,5,redlight,3.0
NYC,2011-12-11,6,redlight,8.0
NYC,2011-12-12,0,other,2.0
NYC,2011-12-12,0,redlight,4.0
NYC,2011-12-13,1,other,3.0
NYC,2011-12-13,1,redlight,6.0
NYC,2011-12-14,2,other,1.0
NYC,2011-12-14,2,redlight,7.0
NYC,2011-12-15,3,other,1.0
NYC,2011-12-15,3,redlight,6.0
NYC,2011-12-16,4,redlight,3.0
NYC,2011-12-17,5,other,2.0
NYC,2011-12-17,5,redlight,2.0
NYC,2011-12-18,6,redlight,5.0
NYC,2011-12-19,0,other,3.0
NYC,2011-12-19,0,redlight,5.0
NYC,2011-12-20,1,other,2.0
NYC,2011-12-20,1,redlight,1.0
NYC,2011-12-21,2,other,1.0
NYC,2011-12-21,2,redlight,4.0
NYC,2011-12-22,3,redlight,5.0
NYC,2011-12-22,3,unknown,1.0
NYC,2011-12-23,4,other,3.0
NYC,2011-12-23,4,redlight,10.0
NYC,2011-12-24,5,redlight,3.0
NYC,2011-12-25,6,redlight,4.0
NYC,2011-12-26,0,redlight,2.0
NYC,2011-12-27,1,other,2.0
NYC,2011-12-27,1,redlight,6.0
NYC,2011-12-28,2,other,3.0
NYC,2011-12-28,2,redlight,4.0
NYC,2011-12-28,2,unknown,1.0
NYC,2011-12-29,3,other,1.0
NYC,2011-12-29,3,redlight,4.0
NYC,2011-12-30,4,other,1.0
NYC,2011-12-30,4,redlight,4.0
NYC,2011-12-31,5,other,1.0
NYC,2011-12-31,5,redlight,5.0
NYC,2012-01-01,6,redlight,4.0
NYC,2012-01-02,0,redlight,4.0
NYC,2012-01-03,1,redlight,4.0
NYC,2012-01-04,2,other,3.0
NYC,2012-01-04,2,redlight,2.0
NYC,2012-01-05,3,redlight,5.0
NYC,2012-01-06,4,other,3.0
NYC,2012-01-06,4,redlight,8.0
NYC,2012-01-07,5,redlight,4.0
NYC,2012-01-08,6,other,1.0
NYC,2012-01-08,6,redlight,7.0
NYC,2012-01-09,0,other,3.0
NYC,2012-01-09,0,redlight,2.0
NYC,2012-01-10,1,other,2.0
NYC,2012-01-10,1,redlight,1.0
NYC,2012-01-11,2,other,1.0
NYC,2012-01-11,2,redlight,5.0
NYC,2012-01-12,3,other,1.0
NYC,2012-01-12,3,redlight,5.0
NYC,2012-01-13,4,other,1.0
NYC,2012-01-13,4,redlight,3.0
NYC,2012-01-14,5,other,1.0
NYC,2012-01-14,5,redlight,2.0
NYC,2012-01-15,6,redlight,5.0
NYC,2012-01-16,0,redlight,3.0
NYC,2012-01-17,1,redlight,2.0
NYC,2012-01-18,2,other,2.0
NYC,2012-01-18,2,redlight,5.0
NYC,2012-01-19,3,other,2.0
NYC,2012-01-19,3,redlight,1.0
NYC,2012-01-19,3,unknown,1.0
NYC,2012-01-20,4,redlight,3.0
NYC,2012-01-21,5,redlight,1.0
NYC,2012-01-22,6,other,2.0
NYC,2012-01-22,6,redlight,3.0
NYC,2012-01-22,6,unknown,1.0
NYC,2012-01-23,0,other,1.0
NYC,2012-01-23,0,redlight,8.0
NYC,2012-01-24,1,other,2.0
NYC,2012-01-24,1,redlight,4.0
NYC,2012-01-25,2,redlight,2.0
NYC,2012-01-26,3,other,1.0
NYC,2012-01-26,3,redlight,1.0
NYC,2012-01-27,4,other,2.0
NYC,2012-01-27,4,redlight,1.0
NYC,2012-01-28,5,redlight,6.0
NYC,2012-01-28,5,unknown,1.0
NYC,2012-01-29,6,other,2.0
NYC,2012-01-29,6,redlight,2.0
NYC,2012-01-30,0,other,1.0
NYC,2012-01-30,0,redlight,2.0
NYC,2012-01-31,1,other,2.0
NYC,2012-01-31,1,redlight,2.0
NYC,2012-02-01,2,other,2.0
NYC,2012-02-01,2,redlight,6.0
NYC,2012-02-02,3,other,1.0
NYC,2012-02-02,3,redlight,3.0
NYC,2012-02-03,4,other,4.0
NYC,2012-02-03,4,redlight,8.0
NYC,2012-02-04,5,redlight,1.0
NYC,2012-02-05,6,redlight,6.0
NYC,2012-02-06,0,other,2.0
NYC,2012-02-06,0,redlight,4.0
NYC,2012-02-07,1,other,2.0
NYC,2012-02-07,1,redlight,7.0
NYC,2012-02-08,2,other,1.0
NYC,2012-02-08,2,redlight,4.0
