city,date,day_of_week,violation_type,count
Chicago,2019-01-25,4,speed,1909.0
Chicago,2019-01-26,5,redlight,1128.0
Chicago,2019-01-26,5,speed,1442.0
Chicago,2019-01-27,6,redlight,1051.0
Chicago,2019-01-27,6,speed,1609.0
Chicago,2019-01-28,0,redlight,546.0
Chicago,2019-01-28,0,speed,740.0
Chicago,2019-01-29,1,redlight,875.0
Chicago,2019-01-29,1,speed,1365.0
Chicago,2019-01-30,2,redlight,624.0
Chicago,2019-01-30,2,speed,142.0
Chicago,2019-01-31,3,redlight,778.0
Chicago,2019-01-31,3,speed,776.0
Chicago,2019-02-01,4,redlight,1170.0
Chicago,2019-02-01,4,speed,1506.0
Chicago,2019-02-02,5,redlight,1140.0
Chicago,2019-02-02,5,speed,1625.0
Chicago,2019-02-03,6,redlight,942.0
Chicago,2019-02-03,6,speed,1700.0
Chicago,2019-02-04,0,redlight,893.0
Chicago,2019-02-04,0,speed,1954.0
Chicago,2019-02-05,1,redlight,893.0
Chicago,2019-02-05,1,speed,2193.0
Chicago,2019-02-06,2,redlight,943.0
Chicago,2019-02-06,2,speed,2080.0
Chicago,2019-02-07,3,redlight,1080.0
Chicago,2019-02-07,3,speed,1762.0
Chicago,2019-02-08,4,redlight,1330.0
Chicago,2019-02-08,4,speed,2691.0
Chicago,2019-02-09,5,redlight,1478.0
Chicago,2019-02-09,5,speed,2350.0
Chicago,2019-02-10,6,redlight,1239.0
Chicago,2019-02-10,6,speed,1485.0
Chicago,2019-02-11,0,redlight,968.0
Chicago,2019-02-11,0,speed,2154.0
Chicago,2019-02-12,1,redlight,910.0
Chicago,2019-02-12,1,speed,1310.0
Chicago,2019-02-13,2,redlight,1236.0
Chicago,2019-02-13,2,speed,2212.0
Chicago,2019-02-14,3,redlight,1219.0
Chicago,2019-02-14,3,speed,2633.0
Chicago,2019-02-15,4,redlight,1377.0
Chicago,2019-02-15,4,speed,2674.0
Chicago,2019-02-16,5,redlight,1412.0
Chicago,2019-02-16,5,speed,2211.0
Chicago,2019-02-17,6,redlight,1136.0
Chicago,2019-02-17,6,speed,1089.0
Chicago,2019-02-18,0,redlight,1112.0
Chicago,2019-02-18,0,speed,1443.0
Chicago,2019-02-19,1,redlight,1152.0
Chicago,2019-02-19,1,speed,2506.0
Chicago,2019-02-20,2,redlight,892.0
Chicago,2019-02-20,2,speed,1688.0
Chicago,2019-02-21,3,redlight,1256.0
Chicago,2019-02-21,3,speed,2891.0
Chicago,2019-02-22,4,redlight,1551.0
Chicago,2019-02-22,4,speed,3028.0
Chicago,2019-02-23,5,redlight,1221.0
Chicago,2019-02-23,5,speed,1626.0
Chicago,2019-02-24,6,redlight,1312.0
Chicago,2019-02-24,6,speed,2288.0
Chicago,2019-02-25,0,redlight,1141.0
Chicago,2019-02-25,0,speed,2626.0
Chicago,2019-02-26,1,redlight,1141.0
Chicago,2019-02-26,1,speed,2214.0
Chicago,2019-02-27,2,redlight,1090.0
Chicago,2019-02-27,2,speed,2867.0
Chicago,2019-02-28,3,redlight,1206.0
Chicago,2019-02-28,3,speed,2749.0
Chicago,2019-03-01,4,redlight,1365.0
Chicago,2019-03-01,4,speed,2874.0
Chicago,2019-03-02,5,redlight,1426.0
Chicago,2019-03-02,5,speed,2250.0
Chicago,2019-03-03,6,redlight,1422.0
Chicago,2019-03-03,6,speed,2343.0
Chicago,2019-03-04,0,redlight,1209.0
Chicago,2019-03-04,0,speed,2684.0
Chicago,2019-03-05,1,redlight,1286.0
Chicago,2019-03-05,1,speed,2737.0
Chicago,2019-03-06,2,redlight,1220.0
Chicago,2019-03-06,2,speed,2847.0
Chicago,2019-03-07,3,redlight,1156.0
Chicago,2019-03-07,3,speed,2593.0
Chicago,2019-03-08,4,redlight,1339.0
Chicago,2019-03-08,4,speed,2920.0
Chicago,2019-03-09,5,redlight,1346.0
Chicago,2019-03-09,5,speed,1747.0
Chicago,2019-03-10,6,redlight,1415.0
Chicago,2019-03-10,6,speed,2324.0
Chicago,2019-03-11,0,redlight,1192.0
Chicago,2019-03-11,0,speed,2915.0
Chicago,2019-03-12,1,redlight,1298.0
Chicago,2019-03-12,1,speed,2984.0
Chicago,2019-03-13,2,redlight,1092.0
Chicago,2019-03-13,2,speed,2354.0
Chicago,2019-03-14,3,redlight,1260.0
Chicago,2019-03-14,3,speed,2391.0
Chicago,2019-03-15,4,redlight,1356.0
Chicago,2019-03-15,4,speed,2571.0
Chicago,2019-03-16,5,redlight,1751.0
Chicago,2019-03-16,5,speed,2723.0
Chicago,2019-03-17,6,redlight,1633.0
Chicago,2019-03-17,6,speed,2584.0
Chicago,2019-03-18,0,redlight,1269.0
Chicago,2019-03-18,0,speed,3097.0
Chicago,2019-03-19,1,redlight,1443.0
Chicago,2019-03-19,1,speed,3164.0
Chicago,2019-03-20,2,redlight,1126.0
Chicago,2019-03-20,2,speed,2242.0
Chicago,2019-03-21,3,redlight,1201.0
Chicago,2019-03-21,3,speed,2763.0
Chicago,2019-03-22,4,redlight,1622.0
Chicago,2019-03-22,4,speed,3601.0
Chicago,2019-03-23,5,redlight,1801.0
Chicago,2019-03-23,5,speed,2552.0
Chicago,2019-03-24,6,redlight,1421.0
Chicago,2019-03-24,6,speed,1996.0
Chicago,2019-03-25,0,redlight,1451.0
Chicago,2019-03-25,0,speed,2877.0
Chicago,2019-03-26,1,redlight,1423.0
Chicago,2019-03-26,1,speed,2974.0
Chicago,2019-03-27,2,redlight,1331.0
Chicago,2019-03-27,2,speed,3088.0
Chicago,2019-03-28,3,redlight,1297.0
Chicago,2019-03-28,3,speed,2936.0
Chicago,2019-03-29,4,redlight,1426.0
Chicago,2019-03-29,4,speed,3246.0
Chicago,2019-03-30,5,redlight,1524.0
Chicago,2019-03-30,5,speed,2444.0
Chicago,2019-03-31,6,redlight,1711.0
Chicago,2019-03-31,6,speed,2694.0
Chicago,2019-04-01,0,redlight,1385.0
Chicago,2019-04-01,0,speed,2986.0
Chicago,2019-04-02,1,redlight,1230.0
Chicago,2019-04-02,1,speed,2846.0
Chicago,2019-04-03,2,redlight,1316.0
Chicago,2019-04-03,2,speed,3209.0
Chicago,2019-04-04,3,redlight,1363.0
Chicago,2019-04-04,3,speed,2164.0
Chicago,2019-04-05,4,redlight,1295.0
Chicago,2019-04-05,4,speed,2198.0
Chicago,2019-04-06,5,redlight,1642.0
Chicago,2019-04-06,5,speed,2812.0
Chicago,2019-04-07,6,redlight,1477.0
Chicago,2019-04-07,6,speed,2229.0
Chicago,2019-04-08,0,redlight,1444.0
Chicago,2019-04-08,0,speed,3373.0
Chicago,2019-04-09,1,redlight,1450.0
Chicago,2019-04-09,1,speed,3248.0
Chicago,2019-04-10,2,redlight,1257.0
Chicago,2019-04-10,2,speed,2548.0
Chicago,2019-04-11,3,redlight,1341.0
Chicago,2019-04-11,3,speed,2389.0
Chicago,2019-04-12,4,redlight,1519.0
Chicago,2019-04-12,4,speed,3845.0
Chicago,2019-04-13,5,redlight,1677.0
Chicago,2019-04-13,5,speed,2571.0
Chicago,2019-04-14,6,redlight,929.0
Chicago,2019-04-14,6,speed,1139.0
Chicago,2019-04-15,0,redlight,1383.0
Chicago,2019-04-15,0,speed,2233.0
Chicago,2019-04-16,1,redlight,1342.0
Chicago,2019-04-16,1,speed,2162.0
Chicago,2019-04-17,2,redlight,1300.0
Chicago,2019-04-17,2,speed,1972.0
Chicago,2019-04-18,3,redlight,1267.0
Chicago,2019-04-18,3,speed,1519.0
Chicago,2019-04-19,4,redlight,1687.0
Chicago,2019-04-19,4,speed,2219.0
Chicago,2019-04-20,5,redlight,1868.0
Chicago,2019-04-20,5,speed,2584.0
Chicago,2019-04-21,6,redlight,1699.0
Chicago,2019-04-21,6,speed,2909.0
Chicago,2019-04-22,0,redlight,1410.0
Chicago,2019-04-22,0,speed,3106.0
Chicago,2019-04-23,1,redlight,1466.0
Chicago,2019-04-23,1,speed,2873.0
Chicago,2019-04-24,2,redlight,1406.0
Chicago,2019-04-24,2,speed,3025.0
Chicago,2019-04-25,3,redlight,1512.0
Chicago,2019-04-25,3,speed,3105.0
Chicago,2019-04-26,4,redlight,1734.0
Chicago,2019-04-26,4,speed,3494.0
Chicago,2019-04-27,5,redlight,1252.0
Chicago,2019-04-27,5,speed,1345.0
Chicago,2019-04-28,6,redlight,1704.0
Chicago,2019-04-28,6,speed,2374.0
Chicago,2019-04-29,0,redlight,1227.0
Chicago,2019-04-29,0,speed,1864.0
Chicago,2019-04-30,1,redlight,1210.0
Chicago,2019-04-30,1,speed,1790.0
Chicago,2019-05-01,2,redlight,1416.0
Chicago,2019-05-01,2,speed,2759.0
Chicago,2019-05-02,3,redlight,1324.0
Chicago,2019-05-02,3,speed,2221.0
Chicago,2019-05-03,4,redlight,1728.0
Chicago,2019-05-03,4,speed,3483.0
Chicago,2019-05-04,5,redlight,1936.0
Chicago,2019-05-04,5,speed,2500.0
Chicago,2019-05-05,6,redlight,1965.0
Chicago,2019-05-05,6,speed,2674.0
Chicago,2019-05-06,0,redlight,1458.0
Chicago,2019-05-06,0,speed,2995.0
Chicago,2019-05-07,1,redlight,1353.0
Chicago,2019-05-07,1,speed,2443.0
Chicago,2019-05-08,2,redlight,1453.0
Chicago,2019-05-08,2,speed,2978.0
Chicago,2019-05-09,3,redlight,1509.0
Chicago,2019-05-09,3,speed,2847.0
Chicago,2019-05-10,4,redlight,1697.0
Chicago,2019-05-10,4,speed,3403.0
Chicago,2019-05-11,5,redlight,1622.0
Chicago,2019-05-11,5,speed,2054.0
Chicago,2019-05-12,6,redlight,1844.0
Chicago,2019-05-12,6,speed,2583.0
Chicago,2019-05-13,0,redlight,1486.0
Chicago,2019-05-13,0,speed,3063.0
Chicago,2019-05-14,1,redlight,1634.0
Chicago,2019-05-14,1,speed,3190.0
Chicago,2019-05-15,2,redlight,1693.0
Chicago,2019-05-15,2,speed,3136.0
Chicago,2019-05-16,3,redlight,1514.0
Chicago,2019-05-16,3,speed,2614.0
Chicago,2019-05-17,4,redlight,1569.0
Chicago,2019-05-17,4,speed,2734.0
Chicago,2019-05-18,5,redlight,1824.0
Chicago,2019-05-18,5,speed,2335.0
Chicago,2019-05-19,6,redlight,1700.0
Chicago,2019-05-19,6,speed,2344.0
Chicago,2019-05-20,0,redlight,1477.0
Chicago,2019-05-20,0,speed,2943.0
Chicago,2019-05-21,1,redlight,1369.0
Chicago,2019-05-21,1,speed,2473.0
Chicago,2019-05-22,2,redlight,1558.0
Chicago,2019-05-22,2,speed,3241.0
Chicago,2019-05-23,3,redlight,1844.0
Chicago,2019-05-23,3,speed,3344.0
Chicago,2019-05-24,4,redlight,1715.0
Chicago,2019-05-24,4,speed,3226.0
Chicago,2019-05-25,5,redlight,1932.0
Chicago,2019-05-25,5,speed,2666.0
Chicago,2019-05-26,6,redlight,1794.0
Chicago,2019-05-26,6,speed,2235.0
Chicago,2019-05-27,0,redlight,1400.0
Chicago,2019-05-27,0,speed,1836.0
Chicago,2019-05-28,1,redlight,1404.0
Chicago,2019-05-28,1,speed,2785.0
Chicago,2019-05-29,2,redlight,1431.0
Chicago,2019-05-29,2,speed,3097.0
Chicago,2019-05-30,3,redlight,1645.0
Chicago,2019-05-30,3,speed,3136.0
Chicago,2019-05-31,4,redlight,1854.0
Chicago,2019-05-31,4,speed,3389.0
Chicago,2019-06-01,5,redlight,1895.0
Chicago,2019-06-01,5,speed,2025.0
Chicago,2019-06-02,6,redlight,1872.0
Chicago,2019-06-02,6,speed,2189.0
Chicago,2019-06-03,0,redlight,1520.0
Chicago,2019-06-03,0,speed,2815.0
Chicago,2019-06-04,1,redlight,1502.0
Chicago,2019-06-04,1,speed,2467.0
Chicago,2019-06-05,2,redlight,1768.0
Chicago,2019-06-05,2,speed,2913.0
Chicago,2019-06-06,3,redlight,1723.0
Chicago,2019-06-06,3,speed,3171.0
Chicago,2019-06-07,4,redlight,1974.0
Chicago,2019-06-07,4,speed,3214.0
Chicago,2019-06-08,5,redlight,2148.0
Chicago,2019-06-08,5,speed,2265.0
Chicago,2019-06-09,6,redlight,1847.0
Chicago,2019-06-09,6,speed,2093.0
Chicago,2019-06-10,0,redlight,1587.0
Chicago,2019-06-10,0,speed,3068.0
Chicago,2019-06-11,1,redlight,1593.0
Chicago,2019-06-11,1,speed,3008.0
Chicago,2019-06-12,2,redlight,1541.0
Chicago,2019-06-12,2,speed,2353.0
Chicago,2019-06-13,3,redlight,1675.0
Chicago,2019-06-13,3,speed,3056.0
Chicago,2019-06-14,4,redlight,1939.0
Chicago,2019-06-14,4,speed,3084.0
Chicago,2019-06-15,5,redlight,1838.0
Chicago,2019-06-15,5,speed,1730.0
Chicago,2019-06-16,6,redlight,1954.0
Chicago,2019-06-16,6,speed,2285.0
Chicago,2019-06-17,0,redlight,1579.0
Chicago,2019-06-17,0,speed,2868.0
Chicago,2019-06-18,1,redlight,1746.0
Chicago,2019-06-18,1,speed,3185.0
Chicago,2019-06-19,2,redlight,1578.0
Chicago,2019-06-19,2,speed,2360.0
Chicago,2019-06-20,3,redlight,1503.0
Chicago,2019-06-20,3,speed,2554.0
Chicago,2019-06-21,4,redlight,1853.0
Chicago,2019-06-21,4,speed,1998.0
Chicago,2019-06-22,5,redlight,2031.0
Chicago,2019-06-22,5,speed,2290.0
Chicago,2019-06-23,6,redlight,1908.0
Chicago,2019-06-23,6,speed,1768.0
Chicago,2019-06-24,0,redlight,1593.0
Chicago,2019-06-24,0,speed,1663.0
Chicago,2019-06-25,1,redlight,1874.0
Chicago,2019-06-25,1,speed,2219.0
Chicago,2019-06-26,2,redlight,1797.0
Chicago,2019-06-26,2,speed,2174.0
Chicago,2019-06-27,3,redlight,1763.0
Chicago,2019-06-27,3,speed,2234.0
Chicago,2019-06-28,4,redlight,1974.0
Chicago,2019-06-28,4,speed,1961.0
Chicago,2019-06-29,5,redlight,2116.0
Chicago,2019-06-29,5,speed,2417.0
Chicago,2019-06-30,6,redlight,1882.0
Chicago,2019-06-30,6,speed,2094.0
Chicago,2019-07-01,0,redlight,1805.0
Chicago,2019-07-01,0,speed,2298.0
Chicago,2019-07-02,1,redlight,1722.0
Chicago,2019-07-02,1,speed,2170.0
Chicago,2019-07-03,2,redlight,1799.0
Chicago,2019-07-03,2,speed,2540.0
Chicago,2019-07-04,3,redlight,1668.0
Chicago,2019-07-04,3,speed,2832.0
Chicago,2019-07-05,4,redlight,1600.0
Chicago,2019-07-05,4,speed,2079.0
Chicago,2019-07-06,5,redlight,1689.0
Chicago,2019-07-06,5,speed,2346.0
Chicago,2019-07-07,6,redlight,1857.0
Chicago,2019-07-07,6,speed,2441.0
Chicago,2019-07-08,0,redlight,1566.0
Chicago,2019-07-08,0,speed,2506.0
Chicago,2019-07-09,1,redlight,1681.0
Chicago,2019-07-09,1,speed,2547.0
Chicago,2019-07-10,2,redlight,1624.0
Chicago,2019-07-10,2,speed,2602.0
Chicago,2019-07-11,3,redlight,1756.0
Chicago,2019-07-11,3,speed,2441.0
Chicago,2019-07-12,4,redlight,1751.0
Chicago,2019-07-12,4,speed,2578.0
Chicago,2019-07-13,5,redlight,2046.0
Chicago,2019-07-13,5,speed,2402.0
Chicago,2019-07-14,6,redlight,1870.0
Chicago,2019-07-14,6,speed,2369.0
Chicago,2019-07-15,0,redlight,1616.0
Chicago,2019-07-15,0,speed,2608.0
Chicago,2019-07-16,1,redlight,1458.0
Chicago,2019-07-16,1,speed,2095.0
Chicago,2019-07-17,2,redlight,1672.0
Chicago,2019-07-17,2,speed,2472.0
Chicago,2019-07-18,3,redlight,1583.0
Chicago,2019-07-18,3,speed,1934.0
Chicago,2019-07-19,4,redlight,1953.0
Chicago,2019-07-19,4,speed,2953.0
Chicago,2019-07-20,5,redlight,1888.0
Chicago,2019-07-20,5,speed,2316.0
Chicago,2019-07-21,6,redlight,1754.0
Chicago,2019-07-21,6,speed,1866.0
Chicago,2019-07-22,0,redlight,1554.0
Chicago,2019-07-22,0,speed,2337.0
Chicago,2019-07-23,1,redlight,1567.0
Chicago,2019-07-23,1,speed,2323.0
Chicago,2019-07-24,2,redlight,1652.0
Chicago,2019-07-24,2,speed,2343.0
Chicago,2019-07-25,3,redlight,1776.0
Chicago,2019-07-25,3,speed,2273.0
Chicago,2019-07-26,4,redlight,1771.0
Chicago,2019-07-26,4,speed,2259.0
Chicago,2019-07-27,5,redlight,2036.0
Chicago,2019-07-27,5,speed,2626.0
Chicago,2019-07-28,6,redlight,1948.0
Chicago,2019-07-28,6,speed,2520.0
Chicago,2019-07-29,0,redlight,1563.0
Chicago,2019-07-29,0,speed,1755.0
Chicago,2019-07-30,1,redlight,1554.0
Chicago,2019-07-30,1,speed,2065.0
Chicago,2019-07-31,2,redlight,1688.0
Chicago,2019-07-31,2,speed,2251.0
Chicago,2019-08-01,3,redlight,1693.0
Chicago,2019-08-01,3,speed,2228.0
Chicago,2019-08-02,4,redlight,1915.0
Chicago,2019-08-02,4,speed,2134.0
Chicago,2019-08-03,5,redlight,2010.0
Chicago,2019-08-03,5,speed,2432.0
Chicago,2019-08-04,6,redlight,1974.0
Chicago,2019-08-04,6,speed,2401.0
Chicago,2019-08-05,0,redlight,1753.0
Chicago,2019-08-05,0,speed,1992.0
Chicago,2019-08-06,1,redlight,1653.0
Chicago,2019-08-06,1,speed,1860.0
Chicago,2019-08-07,2,redlight,1662.0
Chicago,2019-08-07,2,speed,1939.0
Chicago,2019-08-08,3,redlight,1792.0
Chicago,2019-08-08,3,speed,2043.0
Chicago,2019-08-09,4,redlight,1862.0
Chicago,2019-08-09,4,speed,2154.0
Chicago,2019-08-10,5,redlight,1955.0
Chicago,2019-08-10,5,speed,2466.0
Chicago,2019-08-11,6,redlight,1782.0
Chicago,2019-08-11,6,speed,2412.0
Chicago,2019-08-12,0,redlight,1407.0
Chicago,2019-08-12,0,speed,1638.0
Chicago,2019-08-13,1,redlight,1549.0
Chicago,2019-08-13,1,speed,1909.0
Chicago,2019-08-14,2,redlight,1554.0
Chicago,2019-08-14,2,speed,1868.0
Chicago,2019-08-15,3,redlight,1620.0
Chicago,2019-08-15,3,speed,2039.0
Chicago,2019-08-16,4,redlight,1783.0
Chicago,2019-08-16,4,speed,2014.0
Chicago,2019-08-17,5,redlight,1761.0
Chicago,2019-08-17,5,speed,2152.0
Chicago,2019-08-18,6,redlight,1719.0
Chicago,2019-08-18,6,speed,2145.0
Chicago,2019-08-19,0,redlight,1397.0
Chicago,2019-08-19,0,speed,2192.0
Chicago,2019-08-20,1,redlight,1373.0
Chicago,2019-08-20,1,speed,1708.0
Chicago,2019-08-21,2,redlight,1566.0
Chicago,2019-08-21,2,speed,2163.0
Chicago,2019-08-22,3,redlight,1700.0
Chicago,2019-08-22,3,speed,2212.0
Chicago,2019-08-23,4,redlight,1882.0
Chicago,2019-08-23,4,speed,2069.0
Chicago,2019-08-24,5,redlight,2033.0
Chicago,2019-08-24,5,speed,2359.0
Chicago,2019-08-25,6,redlight,1735.0
Chicago,2019-08-25,6,speed,2291.0
Chicago,2019-08-26,0,redlight,1376.0
Chicago,2019-08-26,0,speed,1561.0
Chicago,2019-08-27,1,redlight,1575.0
Chicago,2019-08-27,1,speed,2116.0
Chicago,2019-08-28,2,redlight,1632.0
Chicago,2019-08-28,2,speed,2267.0
Chicago,2019-08-29,3,redlight,1638.0
Chicago,2019-08-29,3,speed,2228.0
Chicago,2019-08-30,4,redlight,1795.0
Chicago,2019-08-30,4,speed,2219.0
Chicago,2019-08-31,5,redlight,1845.0
Chicago,2019-08-31,5,speed,2123.0
Chicago,2019-09-01,6,redlight,1568.0
Chicago,2019-09-01,6,speed,2041.0
Chicago,2019-09-02,0,redlight,1583.0
Chicago,2019-09-02,0,speed,2246.0
Chicago,2019-09-03,1,redlight,1381.0
Chicago,2019-09-03,1,speed,2446.0
Chicago,2019-09-04,2,redlight,1525.0
Chicago,2019-09-04,2,speed,3000.0
Chicago,2019-09-05,3,redlight,1524.0
Chicago,2019-09-05,3,speed,3276.0
Chicago,2019-09-06,4,redlight,1596.0
Chicago,2019-09-06,4,speed,3029.0
Chicago,2019-09-07,5,redlight,1782.0
Chicago,2019-09-07,5,speed,2223.0
Chicago,2019-09-08,6,redlight,1522.0
Chicago,2019-09-08,6,speed,1981.0
Chicago,2019-09-09,0,redlight,1299.0
Chicago,2019-09-09,0,speed,2875.0
Chicago,2019-09-10,1,redlight,1494.0
Chicago,2019-09-10,1,speed,2933.0
Chicago,2019-09-11,2,redlight,1487.0
Chicago,2019-09-11,2,speed,3165.0
Chicago,2019-09-12,3,redlight,1524.0
Chicago,2019-09-12,3,speed,2880.0
Chicago,2019-09-13,4,redlight,1843.0
Chicago,2019-09-13,4,speed,3109.0
Chicago,2019-09-14,5,redlight,1862.0
Chicago,2019-09-14,5,speed,2299.0
Chicago,2019-09-15,6,redlight,1657.0
Chicago,2019-09-15,6,speed,2011.0
Chicago,2019-09-16,0,redlight,1335.0
Chicago,2019-09-16,0,speed,3004.0
Chicago,2019-09-17,1,redlight,1517.0
Chicago,2019-09-17,1,speed,3068.0
Chicago,2019-09-18,2,redlight,1638.0
Chicago,2019-09-18,2,speed,3108.0
Chicago,2019-09-19,3,redlight,1681.0
Chicago,2019-09-19,3,speed,3010.0
Chicago,2019-09-20,4,redlight,1809.0
Chicago,2019-09-20,4,speed,3334.0
Chicago,2019-09-21,5,redlight,1742.0
Chicago,2019-09-21,5,speed,2109.0
Chicago,2019-09-22,6,redlight,1456.0
Chicago,2019-09-22,6,speed,1673.0
Chicago,2019-09-23,0,redlight,1570.0
Chicago,2019-09-23,0,speed,3168.0
Chicago,2019-09-24,1,redlight,1455.0
Chicago,2019-09-24,1,speed,2959.0
Chicago,2019-09-25,2,redlight,1447.0
Chicago,2019-09-25,2,speed,3126.0
Chicago,2019-09-26,3,redlight,1714.0
Chicago,2019-09-26,3,speed,3140.0
Chicago,2019-09-27,4,redlight,1467.0
Chicago,2019-09-27,4,speed,1764.0
Chicago,2019-09-28,5,redlight,1565.0
Chicago,2019-09-28,5,speed,1984.0
Chicago,2019-09-29,6,redlight,1406.0
Chicago,2019-09-29,6,speed,1871.0
Chicago,2019-09-30,0,redlight,1505.0
Chicago,2019-09-30,0,speed,2993.0
Chicago,2019-10-01,1,redlight,1372.0
Chicago,2019-10-01,1,speed,2921.0
Chicago,2019-10-02,2,redlight,1292.0
Chicago,2019-10-02,2,speed,2040.0
Chicago,2019-10-03,3,redlight,1526.0
Chicago,2019-10-03,3,speed,2718.0
Chicago,2019-10-04,4,redlight,1430.0
Chicago,2019-10-04,4,speed,3061.0
Chicago,2019-10-05,5,redlight,1738.0
Chicago,2019-10-05,5,speed,2016.0
Chicago,2019-10-06,6,redlight,1773.0
Chicago,2019-10-06,6,speed,2275.0
Chicago,2019-10-07,0,redlight,1510.0
Chicago,2019-10-07,0,speed,2814.0
Chicago,2019-10-08,1,redlight,1442.0
Chicago,2019-10-08,1,speed,2867.0
Chicago,2019-10-09,2,redlight,1397.0
Chicago,2019-10-09,2,speed,2826.0
Chicago,2019-10-10,3,redlight,1535.0
Chicago,2019-10-10,3,speed,2778.0
Chicago,2019-10-11,4,redlight,1616.0
Chicago,2019-10-11,4,speed,2022.0
Chicago,2019-10-12,5,redlight,1883.0
Chicago,2019-10-12,5,speed,2465.0
Chicago,2019-10-13,6,redlight,1509.0
Chicago,2019-10-13,6,speed,2573.0
Chicago,2019-10-14,0,redlight,1380.0
Chicago,2019-10-14,0,speed,2081.0
Chicago,2019-10-15,1,redlight,1271.0
Chicago,2019-10-15,1,speed,2502.0
Chicago,2019-10-16,2,redlight,1300.0
Chicago,2019-10-16,2,speed,2998.0
Chicago,2019-10-17,3,redlight,1359.0
Chicago,2019-10-17,3,speed,2008.0
Chicago,2019-10-18,4,redlight,1655.0
Chicago,2019-10-18,4,speed,1949.0
Chicago,2019-10-19,5,redlight,1714.0
Chicago,2019-10-19,5,speed,2663.0
Chicago,2019-10-20,6,redlight,1700.0
Chicago,2019-10-20,6,speed,2481.0
Chicago,2019-10-21,0,redlight,1214.0
Chicago,2019-10-21,0,speed,1639.0
Chicago,2019-10-22,1,redlight,1256.0
Chicago,2019-10-22,1,speed,1725.0
Chicago,2019-10-23,2,redlight,1338.0
Chicago,2019-10-23,2,speed,2042.0
Chicago,2019-10-24,3,redlight,1420.0
Chicago,2019-10-24,3,speed,2084.0
Chicago,2019-10-25,4,redlight,1506.0
Chicago,2019-10-25,4,speed,2273.0
Chicago,2019-10-26,5,redlight,1384.0
Chicago,2019-10-26,5,speed,1524.0
Chicago,2019-10-27,6,redlight,1667.0
Chicago,2019-10-27,6,speed,2671.0
Chicago,2019-10-28,0,redlight,1232.0
Chicago,2019-10-28,0,speed,1718.0
Chicago,2019-10-29,1,redlight,1143.0
Chicago,2019-10-29,1,speed,1718.0
Chicago,2019-10-30,2,redlight,1184.0
Chicago,2019-10-30,2,speed,1184.0
Chicago,2019-10-31,3,redlight,949.0
Chicago,2019-10-31,3,speed,1045.0
Chicago,2019-11-01,4,redlight,1520.0
Chicago,2019-11-01,4,speed,2337.0
Chicago,2019-11-02,5,redlight,1697.0
Chicago,2019-11-02,5,speed,2185.0
Chicago,2019-11-03,6,redlight,1566.0
Chicago,2019-11-03,6,speed,2222.0
Chicago,2019-11-04,0,redlight,1371.0
Chicago,2019-11-04,0,speed,2667.0
Chicago,2019-11-05,1,redlight,1273.0
Chicago,2019-11-05,1,speed,2566.0
Chicago,2019-11-06,2,redlight,1296.0
Chicago,2019-11-06,2,speed,2479.0
Chicago,2019-11-07,3,redlight,1388.0
Chicago,2019-11-07,3,speed,2526.0
Chicago,2019-11-08,4,redlight,1517.0
Chicago,2019-11-08,4,speed,2301.0
Chicago,2019-11-09,5,redlight,1592.0
Chicago,2019-11-09,5,speed,2517.0
Chicago,2019-11-10,6,redlight,1355.0
Chicago,2019-11-10,6,speed,2311.0
Chicago,2019-11-11,0,redlight,747.0
Chicago,2019-11-11,0,speed,590.0
Chicago,2019-11-12,1,redlight,1127.0
Chicago,2019-11-12,1,speed,1766.0
Chicago,2019-11-13,2,redlight,1161.0
Chicago,2019-11-13,2,speed,1885.0
Chicago,2019-11-14,3,redlight,1249.0
Chicago,2019-11-14,3,speed,1770.0
Chicago,2019-11-15,4,redlight,1256.0
Chicago,2019-11-15,4,speed,2333.0
Chicago,2019-11-16,5,redlight,1607.0
Chicago,2019-11-16,5,speed,2093.0
Chicago,2019-11-17,6,redlight,1372.0
Chicago,2019-11-17,6,speed,1794.0
Chicago,2019-11-18,0,redlight,1069.0
Chicago,2019-11-18,0,speed,1683.0
Chicago,2019-11-19,1,redlight,1081.0
Chicago,2019-11-19,1,speed,1968.0
Chicago,2019-11-20,2,redlight,1203.0
Chicago,2019-11-20,2,speed,2538.0
Chicago,2019-11-21,3,redlight,1178.0
Chicago,2019-11-21,3,speed,1876.0
Chicago,2019-11-22,4,redlight,1483.0
Chicago,2019-11-22,4,speed,2877.0
Chicago,2019-11-23,5,redlight,1406.0
Chicago,2019-11-23,5,speed,2414.0
Chicago,2019-11-24,6,redlight,1418.0
Chicago,2019-11-24,6,speed,2325.0
Chicago,2019-11-25,0,redlight,1204.0
Chicago,2019-11-25,0,speed,2658.0
Chicago,2019-11-26,1,redlight,1290.0
Chicago,2019-11-26,1,speed,2261.0
Chicago,2019-11-27,2,redlight,1317.0
Chicago,2019-11-27,2,speed,2402.0
Chicago,2019-11-28,3,redlight,1092.0
Chicago,2019-11-28,3,speed,2593.0
Chicago,2019-11-29,4,redlight,1178.0
Chicago,2019-11-29,4,speed,1938.0
Chicago,2019-11-30,5,redlight,1299.0
Chicago,2019-11-30,5,speed,1643.0
Chicago,2019-12-01,6,redlight,1282.0
Chicago,2019-12-01,6,speed,1674.0
Chicago,2019-12-02,0,redlight,1071.0
