city,violation_type,total,daily_mean,daily_std,daily_min,daily_max
Chicago,redlight,6772310.0,1619.0078890748266,388.4823721877691,137.0,3173.0
Chicago,speed,19042968.0,4585.3522754635205,2621.6378835733503,32.0,14717.0
NYC,other,716447.0,134.01552562663673,231.58541781773184,1.0,2041.0
NYC,redlight,3504256.0,605.225561312608,640.2361621379989,1.0,3531.0
NYC,speed,658424.0,232.0845964046528,461.2395192417041,1.0,4640.0
NYC,unknown,89631.0,25.84515570934256,48.43991829711383,1.0,333.0
